Of	Of	pp-f	Of	of	0
order	order	n1	order	order	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
meanes	meanes	n2	means	mean	0
and	and	cc	and	and	0
instruments	instruments	n2	instruments	instrument	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
creation	creation	n1	creation	creation	0
and	and	cc	and	and	0
government	government	n1	government	government	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
moone	moone	n1	moon	moon	0
,	,	,	,	,	0
and	and	cc	and	and	0
starres	starres	n2	stars	star	0
as	as	c-acp	as	as	0
pettie	pettie	j	petty	petty	0
gods	gods	n2	gods	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
instruments	instruments	n2	instruments	instrument	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
order	order	n1	order	order	0
more	more	av-dc	more	more	0
principal	principal	j-jn	principal	principal	0
.	.	.	.	.	1
First	First	ord	First	first	0
(	(	(	(	(	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
waters	waters	n2	waters	water	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
gods	gods	n2	gods	god	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
all	all	d	all	all	0
diversitie	diversitie	n1	diversity	diversity	0
of	of	pp-f	of	of	0
creatures	creatures	n2	creatures	creature	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
visible	visible	j	visible	visible	0
or	or	cc	or	or	0
invisible	invisible	j	invisible	invisible	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
For	For	c-acp	For	for	0
mankinde	mankinde	n1	mankind	mankind	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
a	a	dt	a	a	0
woman	woman	n1	woman	woman	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
first	first	ord	first	first	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
working	working	n-vvg	working	work	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gods	gods	n2	gods	god	0
,	,	,	,	,	0
conceived	conceived	vvn	conceived	conceive	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
foorth	foorth	av	forth	forth	0
children	children	n2	children	child	0
:	:	:	:	:	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
their	their	po32	their	their	0
beginning	beginning	n1	beginning	beginning	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
yeeres	yeeres	n2	years	year	0
or	or	cc	or	or	0
ages	ages	n2	ages	age	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
no	no	dx	no	no	0
relation	relation	n1	relation	relation	0
,	,	,	,	,	0
having	having	vhg	having	have	0
no	no	dx	no	no	0
letters	letters	n2	letters	letter	0
nor	nor	ccx	nor	nor	0
other	other	j-jn	other	other	0
such	such	d	such	such	0
meanes	meanes	n2	means	mean	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
Records	Records	n2	Records	record	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
particularities	particularities	n2	particularities	particularity	0
of	of	pp-f	of	of	0
times	times	n2	times	time	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
tradition	tradition	n1	tradition	tradition	0
from	from	p-acp	from	from	0
father	father	n1	father	father	0
to	to	p-acp	to	to	0
sonne	sonne	n1	son	son	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
They	They	pns32	They	they	0
thinke	thinke	vvb	think	think	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
gods	gods	n2	gods	god	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
shape	shape	n1	shape	shape	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
they	they	pns32	they	they	0
represent	represent	vvi	represent	represent	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
images	images	n2	images	image	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
formes	formes	n2	forms	form	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
Kewasowok	Kewasowok	n1	Kewasowok	kewasowok	0
,	,	,	,	,	0
one	one	crd	one	one	0
alone	alone	j	alone	alone	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Kewas	Kewas	np1	Kewas	Kewas	0
:	:	:	:	:	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
place	place	vvb	place	place	0
in	in	p-acp	in	in	0
houses	houses	n2	houses	house	0
appropriate	appropriate	j	appropriate	appropriate	0
or	or	cc	or	or	0
temples	temples	n2	temples	temple	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
Machicomuck	Machicomuck	np1	Machicomuck	Machicomuck	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
376	376	crd	376	376	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
worship	worship	n1	worship	worship	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
,	,	,	,	,	0
sing	sing	vvb	sing	sing	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
many	many	d	many	many	0
times	times	n2	times	time	0
offring	offring	vvg	offering	offer	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
some	some	d	some	some	0
MachicOmuck	MachicOmuck	np1	MachicOmuck	MachicOmuck	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
Kewas	Kewas	np1	Kewas	Kewas	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
two	two	crd	two	two	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
some	some	d	some	some	0
three	three	crd	three	three	0
.	.	.	.	.	1
The	The	dt	The	the	0
common	common	j	common	common	0
sort	sort	n1	sort	sort	0
thinke	thinke	vvb	think	think	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
also	also	av	also	also	0
gods	gods	n2	gods	god	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
They	They	pns32	They	they	0
beleeve	beleeve	vvb	believe	believe	0
also	also	av	also	also	0
the	the	dt	the	the	0
immortalitie	immortalitie	n1	immortality	immortality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
that	that	cst	that	that	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
life	life	n1	life	life	0
as	as	c-acp	as	as	0
soone	soone	av	soon	soon	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
is	is	vbz	is	be	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
either	either	av-d	either	either	0
caried	caried	vvn	carried	carry	0
to	to	p-acp	to	to	0
heaven	heaven	n1	heaven	heaven	0
the	the	dt	the	the	0
habitacle	habitacle	n1	habitacle	habitacle	0
of	of	pp-f	of	of	0
gods	gods	n2	gods	god	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
perpetuali	perpetuali	fw-la	perpetuali	perpetuali	0
blisse	blisse	n1	bliss	bliss	0
and	and	cc	and	and	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
great	great	j	great	great	0
pitte	pitte	n1	pit	pit	0
or	or	cc	or	or	0
hole	hole	n1	hold	hole	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
thinke	thinke	vvb	think	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
furthest	furthest	js	furthest	further	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
set	set	vvd	set	set	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
burne	burne	vvi	burn	burn	0
continually	continually	av-j	continually	continual	0
:	:	:	:	:	0
the	the	dt	the	the	0
place	place	n1	place	place	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
Popogusso	Popogusso	np1	Popogusso	Popogusso	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
confirmation	confirmation	n1	confirmation	confirmation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
tolde	tolde	vvd	told	tell	0
me	me	pno11	me	i	0
two	two	crd	two	two	0
stories	stories	n2	stories	story	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
men	men	n2	men	man	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
lately	lately	av-j	lately	late	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
revived	revived	vvn	revived	revive	0
againe	againe	av	again	again	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
happened	happened	vvd	happened	happen	0
but	but	p-acp	but	but	0
few	few	d	few	few	0
yeeres	yeeres	n2	years	year	0
before	before	p-acp	before	before	0
our	our	po12	our	our	0
comming	comming	n-vvg	coming	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wicked	wicked	j	wicked	wicked	0
man	man	n1	man	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
having	having	vhg	having	have	0
bene	bene	vbn	be	be	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
buried	buried	vvn	buried	bury	0
,	,	,	,	,	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grave	grave	n1	grave	grave	0
being	being	vbg	being	be	0
seene	seene	vvn	seen	see	0
to	to	pc-acp	to	to	0
move	move	vvi	move	move	0
,	,	,	,	,	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
againe	againe	av	again	again	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
made	made	vvd	made	make	0
declaration	declaration	n1	declaration	declaration	0
where	where	c-crq	where	where	0
his	his	po31	his	his	0
soule	soule	n1	soul	soul	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
very	very	av	very	very	0
neere	neere	av-j	near	near	0
entring	entring	vvg	entering	enter	0
into	into	p-acp	into	into	0
Popogusso	Popogusso	np1	Popogusso	Popogusso	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gods	gods	n2	gods	god	0
saved	saved	vvd	saved	save	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
leave	leave	vvi	leave	leave	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
teach	teach	vvi	teach	teach	0
his	his	po31	his	his	0
friends	friends	n2	friends	friend	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
to	to	pc-acp	to	to	0
avoyd	avoyd	vvi	avoid	avoid	0
that	that	d	that	that	0
terrible	terrible	j	terrible	terrible	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
torment	torment	n1	torment	torment	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	n-jn	other	other	0
happened	happened	vvd	happened	happen	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
yeere	yeere	n1	year	year	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
60.	60.	crd	60.	60.	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
told	told	vvn	told	tell	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
strange	strange	j	strange	strange	0
newes	newes	n1	news	news	0
,	,	,	,	,	0
that	that	cst	that	that	0
one	one	crd	one	one	0
being	being	vbg	being	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
buried	buried	vvn	buried	bury	0
,	,	,	,	,	0
and	and	cc	and	and	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
againe	againe	av	again	again	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
shewed	shewed	vvd	showed	show	0
that	that	cst	that	that	0
although	although	cs	although	although	0
his	his	po31	his	his	0
body	body	n1	body	body	0
had	had	vhd	had	have	0
lien	lien	vvn	lain	lie	0
dead	dead	j	dead	dead	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
grave	grave	n1	grave	grave	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
his	his	po31	his	his	0
soule	soule	n1	soul	soul	0
was	was	vbds	was	be	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
&	&	cc	&	and	0
had	had	vhd	had	have	0
travailed	travailed	vvn	travailed	travail	0
farre	farre	av-j	far	far	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
long	long	j	long	long	0
broad	broad	j	broad	broad	0
way	way	n1	way	way	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
whereof	whereof	c-crq	whereof	whereof	0
grew	grew	vvd	grew	grow	0
most	most	av-ds	most	most	0
delicate	delicate	j	delicate	delicate	0
and	and	cc	and	and	0
pleasant	pleasant	j	pleasant	pleasant	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
bearing	bearing	vvg	bearing	bear	0
more	more	av-dc	more	more	0
rare	rare	j	rare	rare	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
fruits	fruits	n2	fruits	fruit	0
,	,	,	,	,	0
then	then	av	then	then	0
ever	ever	av	ever	ever	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
seene	seene	vvn	seen	see	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
or	or	cc	or	or	0
was	was	vbds	was	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
most	most	ds	most	most	0
brave	brave	j	brave	brave	0
and	and	cc	and	and	0
faire	faire	j	fair	fair	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
neere	neere	av-j	near	near	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
met	met	vvd	met	meet	0
his	his	po31	his	his	0
father	father	n1	father	father	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
dead	dead	j	dead	dead	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
great	great	j	great	great	0
charge	charge	n1	charge	charge	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
his	his	po31	his	his	0
friendes	friendes	n2	friends	friend	0
what	what	r-crq	what	what	0
good	good	av-j	good	good	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
to	to	p-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
the	the	dt	the	the	0
pleasures	pleasures	n2	pleasures	pleasure	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
after	after	p-acp	after	after	0
come	come	vvi	come	come	0
againe	againe	av	again	again	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
377	377	crd	377	377	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
subtiltie	subtiltie	n1	subtlety	subtlety	0
soever	soever	av	soever	soever	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Wiroances	Wiroances	n2	Wiroances	wiroance	0
and	and	cc	and	and	0
priestes	priestes	n2	priests	priest	0
,	,	,	,	,	0
this	this	d	this	this	0
opinion	opinion	n1	opinion	opinion	0
worketh	worketh	vvz	works	work	0
so	so	av	so	so	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
and	and	cc	and	and	0
simple	simple	j	simple	simple	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
maketh	maketh	vvz	makes	make	0
them	them	pno32	them	they	0
have	have	vhi	have	have	0
great	great	j	great	great	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Governours	Governours	n2	Governors	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
great	great	j	great	great	0
care	care	n1	care	care	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
avoyd	avoyd	vvi	avoid	avoid	0
torment	torment	n1	torment	torment	0
after	after	p-acp	after	after	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
blisse	blisse	n1	bliss	bliss	0
,	,	,	,	,	0
although	although	cs	although	although	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
punishment	punishment	n1	punishment	punishment	0
ordeined	ordeined	vvn	ordained	ordain	0
for	for	p-acp	for	for	0
malefactours	malefactours	n2	malefactors	malefactor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
stealers	stealers	n2	stealers	stealer	0
,	,	,	,	,	0
whoremongers	whoremongers	n2	whoremongers	whoremonger	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
wicked	wicked	j	wicked	wicked	0
doers	doers	n2	doers	doer	0
,	,	,	,	,	0
some	some	d	some	some	0
punished	punished	vvn	punished	punish	0
with	with	p-acp	with	with	0
death	death	n1	death	death	0
,	,	,	,	,	0
some	some	d	some	some	0
with	with	p-acp	with	with	0
forfeitures	forfeitures	n2	forfeitures	forfeiture	0
,	,	,	,	,	0
some	some	d	some	some	0
with	with	p-acp	with	with	0
beating	beating	vvg	beating	beat	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
facts	facts	n2	facts	fact	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
learned	learned	vvd	learned	learn	0
by	by	p-acp	by	by	0
having	having	vhg	having	have	0
speciali	speciali	fw-la	speciali	speciali	0
familiaritie	familiaritie	n1	familiarity	familiarity	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
priests	priests	n2	priests	priest	0
.	.	.	.	.	1
Wherein	Wherein	c-crq	Wherein	wherein	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
sure	sure	av-j	sure	sure	0
grounded	grounded	vvn	grounded	ground	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
gave	gave	vvd	gave	give	0
such	such	d	such	such	0
credite	credite	n1	credit	credit	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
traditions	traditions	n2	traditions	tradition	0
and	and	cc	and	and	0
stories	stories	n2	stories	story	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
through	through	p-acp	through	through	0
conversing	conversing	vvg	conversing	converse	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
great	great	j	great	great	0
doubts	doubts	n2	doubts	doubt	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
small	small	j	small	small	0
admiration	admiration	n1	admiration	admiration	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
meanes	meanes	n2	means	mean	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
perfect	perfect	j	perfect	perfect	0
utterance	utterance	n1	utterance	utterance	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
language	language	n1	language	language	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Most	Most	av-ds	Most	most	0
things	things	n2	things	thing	0
they	they	pns32	they	they	0
sawe	sawe	vvd	saw	see	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Mathematical	Mathematical	j	Mathematical	mathematical	0
!	!	!	!	!	0
instruments	instruments	n2	instruments	instrument	0
,	,	,	,	,	0
sea	sea	n1	sea	sea	0
Compasses	Compasses	n2	Compasses	compass	0
,	,	,	,	,	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
load-stone	load-stone	n1	loadstone	loadstone	0
in	in	p-acp	in	in	0
drawing	drawing	vvg	drawing	draw	0
yron	yron	n1	iron	iron	0
,	,	,	,	,	0
a	a	dt	a	a	0
perspective	perspective	n1	perspective	perspective	0
glasse	glasse	n1	glass	glass	0
whereby	whereby	c-crq	whereby	whereby	0
was	was	vbds	was	be	0
shewed	shewed	vvn	showed	show	0
many	many	d	many	many	0
strange	strange	j	strange	strange	0
sights	sights	n2	sights	sight	0
,	,	,	,	,	0
burning	burning	j-vvg	burning	burn	0
glasses	glasses	n2	glasses	glass	0
,	,	,	,	,	0
wilde	wilde	j	wild	wild	0
firewoorkes	firewoorkes	n2	firewoorkes	firewoorke	0
,	,	,	,	,	0
gunnes	gunnes	n2	guns	gun	0
,	,	,	,	,	0
hookes	hookes	n2	hooks	hook	0
,	,	,	,	,	0
writing	writing	vvg	writing	write	0
and	and	cc	and	and	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
spring-clockes	spring-clockes	n2	spring-clocks	spring-clock	0
that	that	cst	that	that	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
strange	strange	j	strange	strange	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
exceeded	exceeded	vvd	exceeded	exceed	0
their	their	po32	their	their	0
capacities	capacities	n2	capacities	capacity	0
to	to	pc-acp	to	to	0
comprehend	comprehend	vvi	comprehend	comprehend	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
meanes	meanes	n2	means	mean	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
