vol,chap,sect_frac,geog,date,title,pages,word,tag1,tag2,nat,expl,hostil,enc,enc_min,viol_num,viol_ratio,v_r_decil
6,16,1,SSE1,1594,A_description_of_a_voyage_to_Constantinople_and_Syria_begun_the_21_of_March_1593_and_ended_the_ninth,094-113,7114,nar,"syria, voyage, description, constantinople",,,,,,57,0.00801237,0.6
6,17,1,SSE1,1594,A_letter_written_by_the_most_high_and_mighty_Empresse_the_wife_of_the_Grand_Signor_Sultan_Murad_Can_,114-118,754,doc,letter,,,,,,0.5,0.00066313,0.1
6,18,1,SSE2,1344,The_voyage_of_Macham_the_first_discoverer_of_the_Isle_of_Madera_in_the_yeere_1344,119-120,437,nar,voyage,,,,,,3.5,0.008009153,0.6
6,19,1,SSE2,1415,A_Note_concerning_the_ayde_and_assistance_given_to_king_John_the_first_of_Portugale_by_certaine_Engl,121-123,123,doc,"note, portug",,,,,,1,0.008130081,0.6
6,20,1,SSE2,1481,The_Ambassage_of_John_the_second_king_of_Portugale_to_Edward_the_4_king_of_England,123-123,378,doc,"england, ambassage, portug",,,,,,0.5,0.001322751,0.1
6,21,1,SSE2,1550,A_briefe_note_concerning_an_ancient_trade_of_English_marchants_to_the_Canarie_Isles_Anno_1526,124-125,402,doc,"england, note",,,,,,1.5,0.003731343,0.3
6,22,1,SSE2,1550,A_description_of_the_Canarie_Islands_with_their_strange_fruits_and_commodities,125-136,3632,doc,description,,,,,,24,0.00660793,0.5
6,23,1,SSE2,1551,The_first_voyage_to_Barbary_Anno_1551,136-137,472,nar,"voyage, barbary",,,,,,2,0.004237288,0.3
6,24,1,SSE2,1552,The_second_voyage_to_Barbary_Anno_1552,138-140,941,nar,"voyage, barbary",,,,,,17,0.018065887,0.8
6,25,1,SSE2,1553,The_voyage_of_M_Thomas_Windam_to_Guinea_and_the_kingdom_of_Benin_Anno_1553,141-154,4846,nar,"voyage, guinea",,,,,,27,0.005571605,0.4
6,26,1,SSE2,1555,The_voyage_of_M_John_Lok_to_Guinea_Anno_1554,154-177,8566,nar,"voyage, guinea",,,,,,49,0.00572029,0.4
6,27,1,SSE2,1556,The_first_voyage_of_Master_William_Towrson_marchant_of_London_to_Guinea_in_the_yeere_of_our_Lord_155,177-211,13369,nar,"england, voyage, guinea",,,,,,88,0.006582392,0.5
6,28,1,SSE2,1557,The_second_voyage_of_M_William_Towrson_to_Guinea_and_the_castle_of_Mina_An_1556,212-231,7309,nar,"voyage, guinea",,,,,,71.5,0.00978246,0.6
6,29,1,SSE2,1577,The_third_voyage_of_the_sayd_M_William_Towrson_to_the_coast_of_Guinea_and_the_river_of_Sestos_Anno_1,231-252,7831,nar,"voyage, guinea",,,,,,72,0.009194228,0.6
6,30,1,SSE2,1577,The_commodities_and_wares_that_are_most_desired_in_Guinea_betwixt_Sierra_Leona_and_the_furthest_plac,252-252,173,doc,guinea,,,,,,3,0.01734104,0.8
6,31,1,SSE2,1561,Certaine_articles_of_remembrance_delivered_to_M_John_Lok_touching_a_voyage_to_Guinea_Anno_1561,253-254,477,nar,"voyage, guinea, article",,,,,,1.5,0.003144654,0.2
6,32,1,SSE2,1561,A_letter_of_M_John_Lok_to_the_worshipfull_company_of_marchants_adventurers_of_Guinea_Anno_1561,255-257,1007,doc,"letter, guinea",,,,,,4,0.003972195,0.3
6,33,1,SSE2,1562,The_relation_of_one_William_Rutter_concerning_a_voyage_set_out_to_Guinea_Anno_1562_Described_also_in,258-261,1508,nar,"voyage, relation, guinea",,,,,,18.5,0.012267905,0.7
6,34,1,SSE2,1564,A_meeting_at_Sir_William_Gerards_house_for_the_setting_foorth_of_a_voyage_to_Guinea_with_the_Minion_,262-262,203,nar,"voyage, guinea",,,,,,1,0.004926108,0.4
6,35,1,SSE2,1564,A_relation_of_the_successe_of_the_same_voyage_taken_out_of_a_voyage_of_Sir_John_Haukins_to_the_West_,263-265,933,nar,"voyage, relation",,,,,,19,0.020364416,0.9
6,36,1,SSE2,1567,The_voyage_of_M_George_Fenner_to_Guinea_and_to_the_Isles_of_Capo_Verde_An_1566,266-284,7013,nar,"voyage, guinea",,,,,,118,0.016825895,0.8
6,37,1,SSE2,1577,The_voyage_and_ambassage_of_Master_Edmund_Hogan_to_the_Emperour_of_Marocco_Anno_1577,285-293,3001,nar,"voyage, ambassage, marocco",,,,,,16.5,0.005498167,0.4
6,38,1,SSE2,1578,The_voyage_of_Thomas_Stukeley_into_Barbary_1578,293-294,424,nar,"voyage, barbary",,,,,,11,0.025943396,0.9
6,39,1,SSE2,1565,Certaine_reports_of_the_mighty_kingdome_of_China_delivered_by_Portugales_which_were_there_imprisoned,295-327,12206,doc,"china, report, portug",,,,,,110,0.009011961,0.6
6,40,1,SSE2,1565,A_discourse_of_the_Isle_of_Japan_and_of_other_Isles_in_the_East_Ocean_andampc,327-348,7439,doc,discourse,,,,,,103.5,0.01391316,0.8
6,41,1,SSE2,1590,An_excellent_description_of_the_kingdome_of_China_and_of_the_estate_and_governement_thereof,348-377,10375,doc,"description, china",,,,,,61,0.005879518,0.5
6,42,1,SSE2,1579,The_voyage_of_Thomas_Stevens_about_the_Cape_of_Buona_Esperanza_unto_Goa_in_the_East_India_Anno_1579,377-384,3082,nar,"voyage, east_ind",,,,,,18,0.005840363,0.4
6,43,1,SSE2,1589,A_briefe_relation_of_the_great_magnificence_and_rich_trafficke_of_the_kingdom_of_Pegu_beyond_the_Eas,385-387,637,doc,relation,,,,,,8.5,0.013343799,0.7
6,44,1,SSE2,1592,The_memorable_voyage_of_M_James_Lancaster_about_the_Cape_of_Buona_Esperanza_along_the_Easterne_coast,387-407,8002,nar,voyage,,,,,,51.5,0.006435891,0.5
6,45,1,SSE2,1583,Certaine_remembrances_of_a_voyage_intended_to_Brasil_and_to_the_river_of_Plate_but_miserably_overthr,408-412,1647,nar,"voyage, brasil",,,,,,2,0.001214329,0.1
6,46,1,SSE2,1585,The_escape_of_the_Primrose_a_ship_of_London_from_before_the_towne_of_Bilbao_in_Biscay_and_the_taking,413-417,1392,doc,england,,,,,,34,0.024425287,0.9
6,47,1,SSE2,1585,The_king_of_Spaines_Commission_for_the_generall_imbargment_or_arrest_of_the_English_andampc_Anno_158,417-418,615,doc,"england, spain, commission",,,,,,10.5,0.017073171,0.8
6,48,1,SSE2,1585,The_Letters_patents_granted_by_her_Majestie_to_certaine_noblemen_and_merchants_of_London_for_a_trade,419-425,2351,doc,"letter, england, granted, patents",,,,,,7,0.002977456,0.2
6,49,1,SSE2,1587,The_voyage_and_ambassage_of_Master_Henry_Roberts_to_Mully_Hamet_Emperour_of_Marocco_Anno_1585,426-428,758,nar,"voyage, ambassage, marocco",,,,,,3.5,0.004617414,0.4
6,50,1,SSE2,1587,An_edict_from_the_Emperour_of_Marocco_in_favour_of_all_Englishmen_trading_throughout_his_dominions_A,428-430,362,doc,"england, marocco",,,,,,5.5,0.01519337,0.8
6,51,1,SSE2,1587,A_letter_of_the_sayd_emperour_written_to_the_Erle_of_Leicester_in_the_yeare_1587,430-432,265,doc,letter,,,,,,1,0.003773585,0.3
6,52,1,SSE2,1587,A_letter_of_the_Queenes_Majestie_written_to_the_emperour_of_Marocco_in_the_yere_1587,432-434,456,doc,"letter, marocco",,,,,,2,0.004385965,0.4
6,53,1,SSE2,1586,The_voyage_made_by_two_of_sir_Walter_Raleghs_Pinasses_called_The_Serpent_and_The_Mary_Spark_of_Plimo,434-437,1297,nar,voyage,,,,,,32,0.024672321,0.9
6,54,1,SSE2,1587,The_voyage_of_Sir_Francis_Drake_to_Cadiz_and_the_memorable_exploits_and_services_performed,438-443,1851,nar,voyage,,,,,,40.5,0.021880065,0.9
6,55,1,SSE2,1588,A_patent_graunted_to_certaine_merchants_of_Exceter_and_others_of_the_West_parts_and_of_London_for_a_,443-450,2519,doc,"england, granted",,,,,,7.5,0.002977372,0.2
6,56,1,SSE2,1589,A_voyage_to_Benin_beyond_the_countrey_of_Guinea_made_by_Master_James_Welsh_who_set_foorth_in_the_yee,450-458,2927,nar,"voyage, guinea",,,,,,5.5,0.001879057,0.2
6,57,1,SSE2,1589,A_relation_concerning_a_voyage_set_foorth_by_M_John_Newton_and_M_John_Bird_merchants_of_London_to_th,458-461,1116,nar,"england, voyage, relation",,,,,,2.5,0.002240143,0.2
6,58,1,SSE2,1590,The_second_voyage_made_by_M_James_Welsh_to_Benin_in_Africa_An_1590,461-467,2507,nar,voyage,,,,,,6.5,0.00259274,0.2
6,59,1,SSE2,1591,An_advertisement_to_king_Philip_the_2_of_Spaine_from_Angola_touching_the_state_of_the_same_countrey_,468-469,608,doc,spain,,,,,,15.5,0.025493421,0.9
6,60,1,SSE2,1589,The_voyage_to_Spaine_and_Portugale_written_as_it_is_thought_by_Colonell_Anthonie_Wingfield_An_1589,470-527,20642,nar,"spain, voyage, portug",,,,,,518.5,0.02511869,0.9
7,1,1,SSE2,1589,The_voyage_of_the_Right_honourable_the_Earle_of_Cumberland_to_the_Azores_in_the_yeere_1589,001-031,10724,nar,voyage,,,,,,144.5,0.01347445,0.7
7,2,1,SSE2,1590,A_fight_performed_by_ten_marchants_ships_of_London_against_12_Spanish_gallies_in_the_Streit_of_Gibra,031-034,1336,nar,"england, spain, fight",,,,,,36,0.026946108,0.9
7,3,1,SSE2,1591,The_valiant_fight_performed_in_the_Streit_of_Gibraltar_by_the_Centurion_of_London_against_five_Spani,035-038,1106,nar,"england, fight",,,,,,38.5,0.034810127,0.9
7,4,1,SSE2,1591,A_true_report_of_the_fight_about_the_Isles_of_the_Azores,038-053,5564,nar,"report, fight",,,,,,184.5,0.033159597,0.9
7,5,1,SSE2,1591,A_particular_note_of_the_West_Indian_fleete_expected_to_have_arrived_in_Spaine,054-055,572,doc,"spain, note, west_ind",,,,,,1,0.001748252,0.2
7,6,1,SSE2,1591,A_voyage_of_certaine_ships_of_London_to_the_coast_of_Spaine_and_the_Azores_An_1591,056-062,2280,nar,"england, spain, voyage",,,,,,14,0.006140351,0.5
7,7,1,SSE2,1590,A_large_testimony_of_John_Huighen_van_Linschoten_concerning_the_worthy_exploits_atchieved_by_the_rig,062-087,9552,doc,testimon,,,,,,154.5,0.016174623,0.8
7,8,1,SSE2,1591,A_relation_concerning_the_estate_of_the_Island_and_Castle_of_Arguin,088-089,584,doc,relation,,,,,,1.5,0.002568493,0.2
7,9,1,SSE2,1591,The_voyage_of_Richard_Rainolds_and_Thomas_Dassell_to_the_rivers_of_Senega_and_Gambra_neere_the_coast,090-099,3293,nar,voyage,,,,,,30.5,0.009262071,0.6
7,10,1,SSE2,1594,Two_briefe_relations_concerning_the_Cities_and_Provinces_of_Tombuto_and_Gago,099-102,967,doc,relation,,,,,,12,0.012409514,0.7
7,11,1,SSE2,1592,A_briefe_extract_of_a_patent_granted_to_M_Thomas_Gregory_of_Tanton,102-102,153,doc,granted,,,,,,0,0,0
7,12,1,SSE2,1592,The_taking_of_two_Spanish_ships_laden_with_quicksilver_and_with_the_Popes_Bulles,103-105,809,nar,spain,,,,,,22.5,0.027812114,0.9
7,13,1,SSE2,1592,The_taking_of_the_mightie_and_rich_Carak_called_The_Madre_de_Dios,105-118,4752,doc,,,,,,,63.5,0.013362795,0.7
7,14,1,SSE2,1594,The_firing_and_sinking_of_the_stout_and_warlike_Carak_called_The_Cinquo_Chaguas,118-123,2161,doc,,,,,,,69.5,0.032161037,0.9
7,15,1,SSE2,1593,A_report_of_the_casting_away_of_the_Tobie_a_ship_of_London,124-129,1988,doc,"england, report",,,,,,28.5,0.014336016,0.8
7,16,1,SSE2,1597,The_letters_of_the_Queens_Majestie_sent_by_Laurence_Aldersey_unto_the_Emperour_of_Ethiopia_Anno_1597,129-132,576,doc,letter,,,,,,0,0,0
7,17,1,AMER,1170,The_most_ancient_voyage_and_discovery_of_the_West_Indies_performed_by_Madoc_the_sonne_of_Owen_Guined,133-135,522,nar,"voyage, discovery, indies, west_ind",En,v,,,,6,0.011494253,0.7
7,18,1,AMER,1488,The_verses_of_Meredith_the_sonne_of_Rhesus_making_mention_of_Madoc_the_sonne_of_Owen_Guined_and_of_h,135-135,46,doc,,,,,,,0,0,0
7,19,1,AMER,1488,The_offer_of_the_discovery_of_the_West_Indies,135-138,618,doc,"discovery, indies, west_ind",,,,,,4,0.006472492,0.5
7,20,1,AMER,1494,Another_testimony_concerning_the_foresaid_offer_made_by_Bartholomew_Columbus_to_K_Henry_the_seventh_,139-140,270,doc,testimon,,,,,,1,0.003703704,0.3
7,21,1,AMER,1495,The_letters_patents_of_K_Henry_the_7_granted_unto_John_Cabot_and_his_3_sonnes_Lewis_Sebastian_and_Sa,141-144,656,doc,"letter, granted, patents",En,,,,,3.5,0.005335366,0.4
7,22,1,AMER,1497,The_signed_bill_of_K_Henry_the_7_on_the_behalfe_of_John_Cabot,145-145,91,doc,patent,En,,,,,0,0,0
7,23,1,AMER,1497,The_voyage_of_Sebastian_Cabota_to_the_North_part_of_America_for_the_discovery_of_a_Northwest_passage,145-155,3243,nar,"voyage, discovery",En,v,,v,,14.5,0.004471169,0.4
7,23.1,0.143694106,AMER,1497,Extract_taken_from_map_of_Sebastian_Cabot_concerning_his_discovery_of_the_West_Indies,145-146,466,nar,"voyage, discovery",En,,,v,,7.5,0.016094421,0.8
7,23.2,0.269503538,AMER,1497,A_discourse_of_Sebastian_Cabot_touching_his_discovery_of_part_of_the_West_India_out_of_England,147-149,874,nar,"voyage, discovery",En,v,,v,v,3,0.003432494,0.3
7,23.3,0.118408877,AMER,1497,Baptista_Ramusius_writeth_thus_of_Sebastian_Cabot,149-150,384,nar,"voyage, discovery",En,v,,,,2.5,0.006510417,0.5
7,23.4,0.294788767,AMER,1497,Another_testimonie_of_the_voyage_of_Cabot_out_of_Peter_Martyr,150-153,956,nar,"voyage, discovery",En,v,,v,v,1.5,0.001569038,0.1
7,23.5,0.066604993,AMER,1497,The_testimonie_of_Francis_Lopez_concerning_Cabots_discoverie,153-154,216,nar,"voyage, discovery",En,v,,,,0,0,0
7,23.6,0.068146776,AMER,1497,A_note_of_Cabots_first_discoverie_from_Robert_Fabians_Chronicle,154-154,221,nar,"voyage, discovery",En,v,,,,0,0,0
7,23.7,0.041319764,AMER,1497,Of_three_Savages_which_Cabot_brought_home,155-155,134,nar,"voyage, discovery",En,,,v,,0,0,0
7,24,1,AMER,1497,A_briefe_extract_concerning_the_discovery_of_Newfoundland,155-155,109,doc,"discovery, newfoundland",En,v,,,,0,0,0
7,25,1,AMER,1549,The_large_pension_granted_by_K_Edward_the_6_to_Sebastian_Cabota_constituting_him_Grand_pilote_of_Eng,156-158,414,doc,"granted, patent",En,,,,,0,0,0
7,26,1,AMER,1576,A_discourse_written_by_sir_Humfrey_Gilbert_knight_to_proove_a_passage_by_the_Northwest_to_Cataya_and,158-203,15363,doc,discourse,En,v,,v,v,63,0.004100762,0.3
7,27,1,AMER,1576,The_first_voyage_of_M_Martin_Frobisher_to_the_Northwest_for_the_search_of_a_passage_to_China_anno_15,204-211,2869,nar,"voyage, china",En,v,,v,,8,0.002788428,0.2
7,28,1,AMER,1577,The_second_voyage_of_M_Martin_Frobisher_to_the_West_and_Northwest_regions_in_the_yeere_1577,211-230,7016,nar,voyage,En,v,,v,,85.5,0.012186431,0.7
7,29,1,AMER,1578,The_third_and_last_voyage_of_M_Martin_Frobisher_for_the_discovery_of_a_Northwest_passage_in_the_yere,231-250,6915,nar,"voyage, discovery",En,v,,v,v,40.5,0.005856833,0.5
7,30,1,AMER,1578,Experiences_and_reasons_of_the_Sphere_to_proove_all_parts_of_the_worlde_habitable_and_thereby_to_con,250-309,21312,doc,,En,v,,v,,162.5,0.007624812,0.5
7,31,1,AMER,1578,A_letter_of_M_Martin_Frobisher_to_certaine_Englishmen_which_were_trecherously_taken_by_the_Salvages_,309-322,4821,doc,"letter, england",En,v,,v,,46,0.009541589,0.6
7,32,1,AMER,1578,Articles_and_orders_prescribed_by_M_Martin_Frobisher_to_the_Captaines_and_company_of_every_ship_whic,322-367,16122,doc,"commandement, article",En,v,,,v,113,0.007009056,0.5
7,30-32.1,0.232303869,AMER,1578,Experiences_and_reasons_of_the_Sphere_to_proove_all_parts_of_the_worlde_habitable_and_thereby_to_con,250-277,9816,doc,discourse,En,,,,,42.5,0.004329666,0.4
7,30-32.2,0.054549757,AMER,1578,Frobishers_first_voyage,278-283,2305,nar,,En,v,,v,,15.5,0.006724512,0.5
7,30-32.3,0.305596971,AMER,1578,Frobishers_second_voyage,284-319,12913,nar,,En,v,,v,,146.5,0.011345156,0.7
7,30-32.4,0.410791622,AMER,1578,Frobishers_third_voyage,319-367,17358,nar,,En,v,,,,117,0.006740408,0.5
7,33,1,AMER,1578,A_generall_and_briefe_description_of_the_country_and_condition_of_the_people_which_are_founde_in_Met,367-375,2868,doc,description,En,,,v,,31.5,0.010983264,0.7
7,34,1,AMER,1583,The_letters_patents_of_her_Majesty_graunted_to_M_Adrian_Gilbert_and_others_for_the_search_and_discov,375-381,1891,doc,"letter, granted, patents",En,,,,,8,0.004230566,0.3
7,35,1,AMER,1585,The_first_voyage_of_M_John_Davis_for_the_discovery_of_a_Northwest_passage_1585,381-393,4614,nar,"voyage, discovery",En,v,,v,,51,0.011053316,0.7
7,36,1,AMER,1586,The_second_voyage_of_M_John_Davis_for_the_discovery_of_the_Northwest_pass_1586,393-407,5133,nar,"voyage, discovery",En,v,,v,,72,0.014026885,0.8
7,37,1,AMER,1586,A_letter_of_M_J_Davis_to_M_Wil_Sanderson_of_London_concerning_his_second_voyage,407-408,274,nar,"letter, england, voyage",,,,,,1,0.003649635,0.3
7,38,1,AMER,1586,The_voyage_and_course_which_the_Sunshine_a_barke_of_50_tunnes,408-413,2007,nar,voyage,En,,,v,,29.5,0.014698555,0.8
7,39,1,AMER,1587,The_third_voyage_Northwestward_made_by_M_John_Davis_Gentleman_for_the_discovery_of_a_passage_to_the_,414-422,3265,nar,"voyage, discovery",En,v,,v,,38.5,0.01179173,0.7
7,40,1,AMER,1587,A_letter_of_M_John_Davis_to_M_Wil_Sanderson_of_London_concerning_his_3_voyage,423-423,120,nar,"letter, england, voyage",,,,,,0,0,0
7,41,1,AMER,1587,A_traverse-booke_of_M_John_Davis_contayning_all_the_principall_notes_and_observations_taken_in_his_t,424-439,3180,doc,"note, observation",,,,,,3.5,0.001100629,0.1
7,42,1,AMER,1587,A_report_of_M_John_Davis_concerning_his_three_voyages_made_for_the_discovery_of_the_Northwest_passag,440-444,1931,nar,"voyage, discovery, report",En,v,,v,,4.5,0.002330399,0.2
7,43,1,AMER,1385,The_voyage_of_M_Nicolas_Zeno_and_M_Anthony_his_brother,445-464,7389,nar,voyage,It,v,,v,,74.5,0.010082555,0.6
7,44,1,AMER,1385,A_testimony_of_Ortelius_for_the_credit_of_the_history_of_M_Nicolas_andamp_M_Antonio_Zeni,464-466,640,doc,"testimon, history",It,,,v,,3.5,0.00546875,0.4
8,1,1,AMER,1527,The_voyage_of_two_ships_whereof_the_one_was_called_The_Dominus_vobiscum_set_out_the_20_of_May_1527_f,001-002,502,nar,voyage,En,v,,,,1,0.001992032,0.2
8,2,1,AMER,1536,The_voyage_of_M_Hore_and_divers_other_gentlemen_to_Newfoundland_and_Cape_Briton_in_the_yere_1536,003-007,1710,nar,"voyage, newfoundland",En,v,,v,v,14,0.008187135,0.6
8,3,1,AMER,1578,An_act_against_the_exaction_of_money_or_any_other_thing_by_any_officer_for_licence_to_traffique_into,007-009,538,doc,,En,,,,,2,0.003717472,0.3
8,4,1,AMER,1578,A_letter_written_to_M_Richard_Hakluyt_of_the_Midle_Temple_contayning_a_report_of_the_true_state_and_,009-016,2811,doc,"letter, report",En,v,,,,12,0.004268943,0.3
8,5,1,AMER,1578,The_letters_patents_granted_by_her_Majestie_to_sir_Humfrey_Gilbert_knight_for_inhabiting_some_part_o,017-023,2361,doc,"letter, granted, patents",En,,,,,11.5,0.004870817,0.4
8,6,1,AMER,1583,A_learned_and_stately_Poeme_written_in_Latine_Hexamiters_by_Stephanus_Parmenius_Budeius_concerning_t,023-033,7,doc,,,,,,,0,0,0
8,7,1,AMER,1583,The_voyage_of_Sir_Humfrey_Gilbert_to_Newfoundland_An_1583,034-043,3410,nar,"voyage, newfoundland",En,v,,,,15,0.004398827,0.4
8,8,1,AMER,1583,Orders_agreed_upon_by_the_Captaines_and_Masters_to_bee_observed_by_the_fleete_of_sir_Humfrey_Gilbert,043-055,4150,doc,commandement,En,v,,,,17,0.004096386,0.3
8,9,1,AMER,1583,A_briefe_relation_of_Newfound-land_and_the_commodities_thereof,055-064,3071,doc,relation,En,v,,,,11,0.003581895,0.3
8,10,1,AMER,1583,Reckonings_of_the_Master_and_Masters_mate_of_the_Admirall_of_sir_Humfrey_Gilbert_in_their_course_fro,064-065,153,doc,,,,,,,0,0,0
8,11,1,AMER,1583,The_maner_how_the_sayd_Admirall_was_lost,065-077,4582,doc,,En,v,,,,31.5,0.006874727,0.5
8,12,1,AMER,1583,A_letter_of_the_learned_Hungarian_Stephanus_Parmenius_Budeius_to_master_Richard_Hakluyt_the_collecto,078-084,1364,doc,letter,En,v,,,,6,0.004398827,0.4
8,13,1,AMER,1583,A_relation_of_Richard_Clarke_of_Weymouth_master_of_the_ship_called_The_Delight_which_went_as_Admiral,085-088,1546,doc,relation,En,v,,,,6.5,0.004204398,0.3
8,14,1,AMER,1583,A_discourse_of_the_necessitie_and_commoditie_of_planting_English_colonies_upon_the_North_partes_of_A,089-131,14786,doc,"england, discourse",En,v,,v,,121.5,0.008217233,0.6
8,14.1,0.195184633,AMER,1583,A_discourse_of_the_necessitie_and_commoditie_of_planting_English_colonies_upon_the_North_partes_of_A,089-097,2886,doc,"england, discourse",En,v,,,,11,0.003811504,0.3
8,14.2,0.253956444,AMER,1583,A_discourse_of_the_necessitie_and_commoditie_of_planting_English_colonies_upon_the_North_partes_of_A,097-107,3755,,,En,,,v,,58.5,0.015579228,0.8
8,14.3,0.253144865,AMER,1583,A_discourse_of_the_necessitie_and_commoditie_of_planting_English_colonies_upon_the_North_partes_of_A,108-118,3743,,,En,v,,,,9,0.002404488,0.2
8,14.4,0.300960366,AMER,1583,A_discourse_of_the_necessitie_and_commoditie_of_planting_English_colonies_upon_the_North_partes_of_A,119-131,4450,,,En,,,v,,42,0.009438202,0.6
8,15,1,AMER,1582,A_letter_of_the_right_honourable_sir_Francis_Walsingham_to_master_Richard_Hakluyt_then_of_Christchur,131-131,135,doc,letter,,,,,,0,0,0
8,16,1,AMER,1582,A_letter_of_the_right_honourable_sir_Francis_Walsingham_to_master_Thomas_Aldworth_marchant_and_at_th,132-132,195,doc,letter,En,v,,,,0,0,0
8,17,1,AMER,1583,A_letter_written_from_master_Aldworth_marchant_and_mayor_of_the_citie_of_Bristol_to_the_right_honour,133-134,393,doc,letter,En,v,,,,0,0,0
8,18,1,AMER,1583,A_briefe_and_summarie_discourse_upon_a_voyage_intended_to_the_hithermost_parts_of_America,134-147,4726,nar,"voyage, discourse",En,v,,,,13,0.002750741,0.2
8,19,1,AMER,1583,Articles_set_downe_by_the_committies_appointed_on_the_behalfe_of_the_company_of_the_Moscovian_marcha,147-150,868,doc,"russia, article, patent",En,,,,,5.5,0.006336406,0.5
8,20,1,AMER,1591,The_first_discovery_of_the_isle_of_Ramea_made_by_for_Monsieur_de_la_court_pre_Ravillon_andamp_grand_,150-154,1768,doc,discovery,Fr,v,,,,7,0.003959276,0.3
8,21,1,AMER,1591,A_letter_sent_to_the_right_honourable_sir_William_Cecil_Lord_Burghley_Lord_high_Treasurer_of_England,155-155,284,doc,"letter, england",,,,,,1,0.003521127,0.3
8,22,1,AMER,1591,A_briefe_note_of_the_Morse_and_of_the_use_thereof,156-157,392,doc,note,En,v,,,,6,0.015306122,0.8
8,23,1,AMER,1593,The_voyage_of_the_ship_called_The_Marigolde_of_M_Hill_of_Redriffe_unto_Cape_Briton_and_beyond_to_the,157-161,1547,nar,voyage,En,v,,,,20,0.012928248,0.7
8,24,1,AMER,1593,The_voyage_of_M_George_Drake_of_Apsham_to_the_isle_of_Ramea_in_the_yeere_1593,161-162,472,nar,voyage,En,v,,,,1,0.002118644,0.2
8,25,1,AMER,1594,The_voyage_of_The_Grace_of_Bristoll_up_into_the_gulfe_of_S_Laurence_to_the_Northwest_of_Newfoundland,162-165,1236,nar,"voyage, newfoundland",En,v,,v,v,7,0.00566343,0.4
8,26,1,AMER,1597,The_voyage_of_M_Charles_Leigh_and_divers_others_to_Cape_Briton_and_the_isle_of_Ramea_1597,166-180,5727,nar,voyage,En,v,,v,v,76,0.013270473,0.7
8,27,1,AMER,1597,Certaine_observations_touching_the_countries_and_places_where_master_Charles_Leigh_touched_in_his_vo,180-182,609,doc,observation,En,v,,,,1,0.001642036,0.2
8,28,1,AMER,1534,The_first_voyage_of_Jaques_Cartier_of_Saint_Malo_to_Newfound-land_the_gulfe_of_Saint_Laurence_and_th,183-209,9473,nar,voyage,Fr,v,,v,,25.5,0.002691861,0.2
8,29,1,AMER,1534,Divers_words_of_the_language_spoken_in_New_France_with_the_interpretation_thereof,209-210,206,doc,,,,,,,3,0.014563107,0.8
8,30,1,AMER,1535,The_second_voyage_of_Jaques_Cartier_by_the_Grand_bay_up_the_river_of_Canada_to_Hochelaga_Anno_1535,210-262,19065,nar,"voyage, canada",Fr,,,v,,85,0.004458432,0.4
8,31,1,AMER,1540,The_third_voyage_of_Jaques_Cartier_unto_the_countries_of_Canada_Hochelaga_and_Saguenay_Anno_1540,263-266,1494,nar,"voyage, canada",Fr,v,,v,,10.5,0.007028112,0.5
8,32,1,AMER,1540,A_description_of_the_river_and_haven_of_Saincte_Croix,267-268,791,doc,description,Fr,v,,,,3,0.003792668,0.3
8,33,1,AMER,1540,A_description_of_the_3_saults_or_falles_of_water_in_the_river_of_Canada,269-272,1271,doc,"description, canada",Fr,,,v,,4,0.003147128,0.3
8,34,1,AMER,1587,A_letter_written_to_M_John_Groute_student_in_Paris_by_Jaques_Noel_of_Saint_Malo_the_nephew_of_Jaques,272-273,449,doc,letter,Fr,v,,,,0,0,0
8,35,1,AMER,1587,Part_of_another_letter,273-274,334,doc,letter,,,,,,0,0,0
8,36,1,AMER,1542,An_excellent_ruttier_shewing_the_course_from_Belle_isle_Carpont_and_the_Grand_bay_up_the_river_of_Ca,275-283,3496,doc,ruttier,Fr,v,,,,6.5,0.001859268,0.2
8,37,1,AMER,1542,The_voyage_of_John_Francis_de_la_Roche_knight_lord_of_Roberval_with_three_tall_ships_to_the_countrie,283-286,1252,nar,voyage,Fr,v,,v,v,11,0.008785942,0.6
8,38,1,AMER,1542,A_description_of_the_Salvages_in_Canada,287-287,363,doc,"description, canada",Fr,,,v,,1,0.002754821,0.2
8,39,1,AMER,1543,The_voyage_of_Monsieur_Roberval_from_his_Fort_in_Canada_unto_Saguenay_the_fifth_of_June_1543,288-289,453,nar,"voyage, canada",Fr,v,,,,1,0.002207506,0.2
8,40,1,AMER,1584,The_letters_patents_granted_by_the_Queenes_Majestie_to_sir_Walter_Ralegh_for_the_discovering_and_pla,289-296,2590,doc,"letter, granted, patents",En,,,,,12.5,0.004826255,0.4
8,41,1,AMER,1584,The_first_voyage_made_to_the_coast_of_Virginia,297-310,4908,nar,"voyage, virginia",En,v,,v,,62,0.012632437,0.7
8,42,1,AMER,1585,The_second_voyage_made_to_Virginia_by_sir_Richard_Grinvile_for_sir_Walter_Ralegh_Anno_1585_at_what_t,310-317,2323,nar,"voyage, virginia",En,v,,v,,20,0.008609557,0.6
8,43,1,AMER,1585,The_names_of_those_aswell_gentlemen_as_others_that_remained_one_whole_yeere_in_Virginia_under_the_go,317-318,245,doc,virginia,,,,,,0,0,0
