Instructions	Instructions	np1	Instructions	Instructions	0
neither	neither	av-dx	neither	neither	0
give	give	vvb	give	give	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
inconvenience	inconvenience	n1	inconvenience	inconvenience	0
.	.	.	.	.	1
10	10	crd	10	10	0
You	You	pn22	You	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
what	what	r-crq	what	what	0
conference	conference	n1	conference	conference	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
touching	touching	vvg	touching	touch	0
your	your	po22	your	your	0
passing	passing	j-vvg	passing	pass	0
outwards	outwards	av-j	outward	outward	0
bound	bound	vvn	bound	bind	0
by	by	p-acp	by	by	0
Wardhouse	Wardhouse	np1	Wardhouse	Wardhouse	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
view	view	vvi	view	view	0
and	and	cc	and	and	0
understand	understand	vvi	understand	understand	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
there	there	a-acp	there	there	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
better	better	av-jc	better	better	0
then	then	av	then	then	0
,	,	,	,	,	0
&	&	cc	&	and	0
thereabout	thereabout	av	thereabouts	thereabouts	0
,	,	,	,	,	0
then	then	av	then	then	0
afterwards	afterwards	av	afterwards	afterward	0
or	or	cc	or	or	0
els	els	av	else	else	0
where	where	c-crq	where	where	0
.	.	.	.	.	1
11	11	crd	11	11	0
While	While	cs	While	while	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
remaine	remaine	vvi	remain	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
road	road	n1	road	road	0
at	at	p-acp	at	at	0
S.	S.	n1	S.	saint	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
,	,	,	,	,	0
be	be	vbb	be	be	0
circumspect	circumspect	j	circumspect	circumspect	0
and	and	cc	and	and	0
carefull	carefull	j	careful	careful	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
your	your	po22	your	your	0
ships	ships	n2	ships	ship	0
in	in	p-acp	in	in	0
readi-nesse	readi-nesse	j	readiness	readiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
order	order	n1	order	order	0
alwaies	alwaies	av	always	always	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
suddens	suddens	n2	suddens	sudden	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
3°5	3°5	n1	3°5	3°5	0
u	u	sy	u	u	0
The	The	dt	The	the	0
greatest	greatest	js	greatest	great	0
danger	danger	n1	danger	danger	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
shift	shift	vvi	shift	shift	0
your	your	po22	your	your	0
ships	ships	n2	ships	ship	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
fittest	fittest	js	fittest	fit	0
time	time	n1	time	time	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
is	is	vbz	is	be	0
Southerly	Southerly	j	Southerly	southerly	0
off	off	p-acp	off	off	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
or	or	cc	or	or	0
calme	calme	j-jn	calm	calm	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
time	time	n1	time	time	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
doe	doe	vdi	do	do	0
it	it	pn31	it	it	0
without	without	p-acp	without	without	0
danger	danger	n1	danger	danger	0
.	.	.	.	.	1
You	You	pn22	You	you	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
such	such	d	such	such	0
order	order	n1	order	order	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
companies	companies	n2	companies	company	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
alwaies	alwaies	av	always	always	0
willing	willing	j	willing	willing	0
and	and	cc	and	and	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
one	one	pi	one	one	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
appoint	appoint	vvi	appoint	appoint	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
such	such	d	such	such	0
ships	ships	n2	ships	ship	0
to	to	pc-acp	to	to	0
shift	shift	vvi	shift	shift	0
first	first	ord	first	first	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
and	and	cc	and	and	0
forme	forme	n1	form	form	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
best	best	av-js	best	best	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
convenient	convenient	j	convenient	convenient	0
.	.	.	.	.	1
And	And	cc	And	and	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
discharging	discharging	n-vvg	discharging	discharge	0
,	,	,	,	,	0
shifting	shifting	j-vvg	shifting	shift	0
,	,	,	,	,	0
and	and	cc	and	and	0
lading	lading	n-vvg	lading	lade	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
companies	companies	n2	companies	company	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
in	in	p-acp	in	in	0
lading	lading	n-vvg	lading	lade	0
or	or	cc	or	or	0
discharging	discharging	n-vvg	discharging	discharge	0
,	,	,	,	,	0
helpe	helpe	vvb	help	help	0
those	those	d	those	those	0
ships	ships	n2	ships	ship	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
labour	labour	n1	labour	labour	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
for	for	c-acp	for	for	0
carying	carying	vvg	carrying	carry	0
the	the	dt	the	the	0
barkes	barkes	n2	barks	bark	0
from	from	p-acp	from	from	0
ships	ships	n2	ships	ship	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
or	or	cc	or	or	0
from	from	p-acp	from	from	0
shore	shore	n1	shore	shore	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
boates	boates	n2	boats	boat	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
helpe	helpe	n1	help	help	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
[	[	[	[	[	0
I.	I.	np1	I.	I.	0
455.	455.	crd	455.	455.	0
]	]	]	]	]	0
12	12	crd	12	12	0
Remember	Remember	vvi	Remember	remember	0
what	what	r-crq	what	what	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
said	said	vvn	said	say	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
moring	moring	vvg	moring	more	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
for	for	p-acp	for	for	0
using	using	vvg	using	use	0
advantage	advantage	n1	advantage	advantage	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
enemie	enemie	n1	enemy	enemy	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
assaulted	assaulted	vvn	assaulted	assault	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
.	.	.	.	.	1
13	13	crd	13	13	0
See	See	n1	See	see	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
serve	serve	vvb	serve	serve	0
God	God	np1	God	God	0
,	,	,	,	,	0
abolish	abolish	vvb	abolish	abolish	0
swearing	swearing	vvg	swearing	swear	0
and	and	cc	and	and	0
gaming	gaming	n-vvg	gaming	game	0
,	,	,	,	,	0
be	be	vbb	be	be	0
carefull	carefull	j	careful	careful	0
of	of	pp-f	of	of	0
fire	fire	n1	fire	fire	0
and	and	cc	and	and	0
candles	candles	n2	candles	candle	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
14	14	crd	14	14	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
consult	consult	vvi	consult	consult	0
and	and	cc	and	and	0
agree	agree	vvi	agree	agree	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
upon	upon	p-acp	upon	upon	0
signes	signes	n2	signs	sign	0
,	,	,	,	,	0
tokens	tokens	n2	tokens	token	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
orders	orders	n2	order	order	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
keeping	keeping	n-vvg	keeping	keep	0
of	of	pp-f	of	of	0
company	company	n1	company	company	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
how	how	c-crq	how	how	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
rescue	rescue	n1	rescue	rescue	0
,	,	,	,	,	0
ayde	ayde	n1	aid	aid	0
,	,	,	,	,	0
or	or	cc	or	or	0
helpe	helpe	n1	help	help	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
in	in	p-acp	in	in	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
happen	happen	vvb	happen	happen	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
we	we	pns12	we	we	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
prosperous	prosperous	j	prosperous	prosperous	0
voyage	voyage	n1	voyage	voyage	0
and	and	cc	and	and	0
safe	safe	j	safe	safe	0
returne	returne	n1	return	return	0
.	.	.	.	.	1
