Parescer	Parescer	np1	Parescer	Parescer	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
dannos	dannos	fw-la	dannos	dannos	0
que	que	fw-fr	que	que	0
podran	podran	n1	podran	podran	0
hazer	hazer	fw-es	hazer	hacer	0
,	,	,	,	,	0
conforme	conforme	vvi	conform	conform	0
a	a	dt	a	a	0
este	este	fw-la	este	este	0
discorso	discorso	fw-la	discorso	discorso	0
,	,	,	,	,	0
no	no	dx	no	no	0
sera	sera	fw-fr	sera	sera	0
el	el	fw-es	el	el	0
menor	menor	fw-la	menor	menor	0
,	,	,	,	,	0
cortar	cortar	n1	cortar	cortar	0
el	el	fw-es	el	el	0
hilo	hilo	fw-la	hilo	hilo	0
a	a	fw-fr	a	a	0
la	la	fw-fr	la	la	0
Tomar	Tomar	np1	Tomar	Tomar	0
las	las	fw-fr	las	las	0
navigation	navigation	n1	navigation	navigation	0
de	de	fw-fr	de	de	0
las	las	fw-fr	las	las	0
Indias	Indias	npg1	Indias	India	0
,	,	,	,	,	0
a	a	dt	a	a	0
tomar	tomar	n1	tomar	tomar	0
las	las	fw-fr	las	las	0
flotas	flotas	fw-la	flotas	flotas	0
,	,	,	,	,	0
si	si	fw-la	si	si	0
alii	alii	fw-la	alii	alii	0
^otas	^otas	fw-la	^otas	^otas	0
'	'	'	'	'	0
fueren	fueren	n1	fueren	fueren	0
.	.	.	.	.	1
Lo	Lo	np1	Lo	Lo	0
que	que	fw-fr	que	que	0
Convernia	Convernia	np1	Convernia	Convernia	0
hazer	hazer	fw-es	hazer	hacer	0
para	para	fw-mi	para	para	0
reparar	reparar	fw-it	reparar	reparar	0
estos	estos	n1	estos	estos	0
dannos	dannos	fw-la	dannos	dannos	0
.	.	.	.	.	1
DEspachar	DEspachar	np1	DEspachar	DEspachar	0
caravelas	caravelas	n1	caravelas	caravelas	0
con	con	vvb	con	con	0
grandissima	grandissima	fw-la	grandissima	grandissima	0
diligencia	diligencia	fw-it	diligencia	diligencia	0
a	a	dt	a	a	0
los	los	fw-la	los	los	0
virreys	virreys	fw-la	virreys	virreys	0
y	y	zz	y	y	0
governadores	governadores	vvz	governadores	governadore	0
de	de	fw-fr	de	de	0
las	las	fw-fr	las	las	0
Indias	Indias	npg1	Indias	India	0
,	,	,	,	,	0
avertiendo	avertiendo	fw-es	avertiendo	avertiendo	0
les	les	fw-fr	les	les	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Nueva	Nueva	fw-la	Nueva	nueva	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Armada	Armada	n1	Armada	armada	0
Inglese	Inglese	np1	Inglese	Inglese	0
,	,	,	,	,	0
para	para	fw-mi	para	para	0
que	que	fw-fr	que	que	0
esten	esten	vvb	esten	esten	0
prevenidos	prevenidos	fw-la	prevenidos	prevenidos	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
se	se	fw-mi	se	se	0
ponganen	ponganen	n1	ponganen	ponganen	0
orden	orden	n1	orden	orden	0
.	.	.	.	.	1
Aunque	Aunque	n1	Aunque	aunque	0
,	,	,	,	,	0
segun	segun	vvn	segun	segun	0
el	el	fw-es	el	el	0
numero	numero	fw-it	numero	numero	0
de	de	fw-la	de	de	0
las	las	fw-la	las	las	0
Naves	Naves	n2	Naves	nave	0
que	que	fw-fr	que	que	0
han	han	n1	han	han	0
salido	salido	fw-la	salido	salido	0
de	de	fw-la	de	de	0
Inglatierra	Inglatierra	fw-es	Inglatierra	inglatierra	0
,	,	,	,	,	0
tengo	tengo	fw-es	tengo	tengo	0
por	por	fw-es	por	por	0
sin	sin	vvb	sin	sin	0
duda	duda	fw-la	duda	duda	0
,	,	,	,	,	0
havran	havran	n1	havran	havran	0
passado	passado	n1	passado	passado	0
de	de	fw-fr	de	de	0
aquellas	aquellas	fw-la	aquellas	aquellas	0
partes	partes	n2	parts	part	0
alguna	alguna	fw-la	alguna	alguna	0
banda	banda	fw-la	banda	banda	0
dellas	dellas	fw-la	dellas	dellas	0
,	,	,	,	,	0
hasta	hasta	fw-la	hasta	hasta	0
Tierra	Tierra	fw-es	Tierra	tierra	0
nueva	nueva	fw-la	nueva	nueva	0
.	.	.	.	.	1
Porque	Porque	fw-es	Porque	porque	0
la	la	fw-fr	la	la	0
Reyna	Reyna	np1	Reyna	Reyna	0
a	a	dt	a	a	0
tenido	tenido	fw-la	tenido	tenido	0
cuidado	cuidado	fw-es	cuidado	cuidado	0
de	de	fw-fr	de	de	0
embiar	embiar	n1	embiar	embiar	0
y	y	fw-mi	y	y	0
tomar	tomar	n1	tomar	tomar	0
las	las	fw-fr	las	las	0
naos	naos	n1	naos	naos	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Pesqueria	Pesqueria	fw-la	Pesqueria	pesqueria	0
del	del	n1	deal	deal	0
Baccalao	Baccalao	np1	Baccalao	Baccalao	0
:	:	:	:	:	0
Y	Y	zz	Y	y	0
assi	assi	fw-fr	assi	assi	0
es	es	fw-mi	es	es	0
de	de	fw-fr	de	de	0
creer	creer	n1	creer	creer	0
sin	sin	n1	since	sin	0
duda	duda	fw-la	duda	duda	0
lo	lo	uh	lo	lo	0
de	de	fw-la	de	de	0
las	las	fw-la	las	las	0
Indias	Indias	npg1	Indias	India	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
teniendo	teniendo	fw-la	teniendo	teniendo	0
se	se	fw-la	se	se	0
consideracion	consideracion	n1	consideration	consideration	0
a	a	dt	a	a	0
que	que	fw-fr	que	que	0
,	,	,	,	,	0
por	por	zz	por	por	0
lo	lo	uh	lo	lo	0
que	que	fw-fr	que	que	0
se	se	fw-mi	se	se	0
intiende	intiende	n1	intiende	intiende	0
de	de	fw-fr	de	de	0
Inglatierra	Inglatierra	fw-es	Inglatierra	inglatierra	0
,	,	,	,	,	0
han	han	av	han	han	0
solido	solido	uh	solido	solido	0
mas	mas	n1	mass	mass	0
de	de	fw-fr	de	de	0
ochenta	ochenta	fw-mi	ochenta	ochenta	0
navios	navios	fw-mi	navios	navios	0
con	con	fw-mi	con	con	0
los	los	fw-la	los	los	0
de	de	fw-fr	de	de	0
Armada	Armada	n1	Armada	armada	0
:	:	:	:	:	0
Convernia	Convernia	np1	Convernia	Convernia	0
que	que	fw-fr	que	que	0
su	su	n1	sum	sum	0
Magestad	Magestad	vvn	Magestad	magestad	0
mandasse	mandasse	n1	mandasse	mandasse	0
j	j	crd	j	j	0
untar	untar	n1	untar	untar	0
otra	otra	fw-mi	otra	otra	0
para	para	fw-mi	para	para	0
buscar	buscar	fw-la	buscar	buscar	0
la	la	fw-fr	la	la	0
Inglese	Inglese	np1	Inglese	Inglese	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
combatir	combatir	fw-fr	combatir	combatir	0
con	con	fw-mi	con	con	0
ella	ella	fw-la	ella	ella	0
,	,	,	,	,	0
ordinando	ordinando	fw-la	ordinando	ordinando	0
que	que	fw-fr	que	que	0
los	los	fw-la	los	los	0
galeones	galeones	fw-mi	galeones	galeones	0
que	que	fw-es	que	que	0
tiene	tiene	fw-it	tiene	tiene	0
la	la	fw-fr	la	la	0
corona	corona	fw-la	corona	corona	0
deste	deste	fw-la	deste	deste	0
Reino	Reino	np1	Reino	Reino	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
los	los	fw-la	los	los	0
que	que	fw-fr	que	que	0
tiene	tiene	fw-it	tiene	tiene	0
su	su	n1	sum	sum	0
Magestad	Magestad	fw-es	Magestad	magestad	0
en	en	fw-fr	en	en	0
el	el	fw-es	el	el	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Sevilla	Sevilla	np1	Sevilla	Sevilla	0
se	se	fw-la	se	se	0
aderescan	aderescan	fw-mi	aderescan	aderescan	0
de	de	fw-mi	de	de	0
yr	yr	n1	yr	yr	0
opposito	opposito	fw-la	opposito	opposito	0
,	,	,	,	,	0
dandoles	dandoles	n2	dandoles	dandole	0
carena	carena	fw-la	carena	carena	0
,	,	,	,	,	0
para	para	fw-it	para	para	0
che	che	fw-it	che	che	0
estubiessen	estubiessen	vvi	estubiessen	estubiessen	0
a	a	dt	a	a	0
punto	punto	n1	punto	punto	0
a	a	dt	a	a	0
qualquier	qualquier	n1	qualquier	qualquier	0
viaje	viaje	fw-fr	viaje	viaje	0
,	,	,	,	,	0
por	por	zz	por	por	0
largo	largo	fw-mi	largo	largo	0
que	que	fw-fr	que	que	0
fuesse	fuesse	n1	fuesse	fuesse	0
:	:	:	:	:	0
y	y	fw-fr	y	y	0
que	que	fw-fr	que	que	0
assi	assi	fw-fr	assi	assi	0
mismo	mismo	fw-la	mismo	mismo	0
se	se	fw-la	se	se	0
embara^e	embara^e	fw-la	embara^e	embara^e	0
un	un	fw-fr	un	un	0
galeon	galeon	n1	galeon	galeon	0
del	del	fw-it	del	del	0
Duque	Duque	np1	Duque	Duque	0
de	de	fw-fr	de	de	0
Florencia	Florencia	np1	Florencia	Florencia	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
esta	esta	fw-es	esta	esta	0
muy	muy	fw-es	muy	muy	0
bien	bien	fw-fr	bien	bien	0
armado	armado	n1	armado	armado	0
y	y	fw-fr	y	y	0
artillado	artillado	n1	artillado	artillado	0
,	,	,	,	,	0
y	y	p-acp	y	in	0
a	a	dt	a	a	0
partido	partido	fw-la	partido	partido	0
de	de	fw-fr	de	de	0
Alicante	Alicante	np1	Alicante	Alicante	0
ara	ara	fw-la	ara	ara	0
Cadiz	Cadiz	np1	Cadiz	Cadiz	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
Quarenta	Quarenta	fw-mi	Quarenta	quarenta	0
naos	naos	n1	naos	naos	0
complimiento	complimiento	fw-la	complimiento	complimiento	0
hasta	hasta	fw-la	hasta	hasta	0
quarenta	quarenta	fw-la	quarenta	quarenta	0
naos	naos	n1	naos	naos	0
gruesas	gruesas	fw-la	gruesas	gruesas	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
se	se	fw-la	se	se	0
hallaran	hallaran	n1	hallaran	hallaran	0
gruesas	gruesas	fw-la	gruesas	gruesas	0
.	.	.	.	.	0
en	en	fw-fr	en	en	0
Viscaia	Viscaia	np1	Viscaia	Viscaia	0
y	y	fw-fr	y	y	0
Guiposcoa	Guiposcoa	np1	Guiposcoa	Guiposcoa	0
:	:	:	:	:	0
y	y	fw-fr	y	y	0
que	que	fw-fr	que	que	0
adere^adas	adere^adas	n2	adere^adas	adere^adas	0
,	,	,	,	,	0
artilladas	artilladas	n2	artilladas	artillada	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
puestas	puestas	fw-la	puestas	puestas	0
en	en	fw-fr	en	en	0
orden	orden	n1	orden	orden	0
,	,	,	,	,	0
como	como	fw-it	como	como	0
conviene	conviene	fw-it	conviene	conviene	0
,	,	,	,	,	0
se	se	zz	se	se	0
avituallen	avituallen	vvn	avituallen	avituallen	0
por	por	zz	por	por	0
ocho	ocho	fw-es	ocho	ocho	0
meses	meses	fw-es	meses	meses	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
que	que	fw-fr	que	que	0
desde	desde	vvd	desde	desde	0
luego	luego	fw-la	luego	luego	0
se	se	fw-la	se	se	0
levanten	levanten	j	levanten	levanten	0
hasta	hasta	fw-la	hasta	hasta	0
mil	mil	vmb	mil	will	0
marineros	marineros	fw-la	marineros	marineros	0
de	de	fw-la	de	de	0
Catalunna	Catalunna	np1	Catalunna	Catalunna	0
y	y	fw-mi	y	y	0
Genoa	Genoa	np1	Genoa	Genoa	0
para	para	fw-mi	para	para	0
departir	departir	fw-fr	departir	departir	0
en	en	fw-fr	en	en	0
las	las	fw-fr	las	las	0
naves	naves	n2	naves	nave	0
,	,	,	,	,	0
y	y	zz	y	y	0
se	se	zz	se	se	0
trayen	trayen	vvn	trayen	trayen	0
,	,	,	,	,	0
como	como	fw-it	como	como	0
se	se	fw-mi	se	se	0
hizo	hizo	fw-it	hizo	hizo	0
para	para	fw-mi	para	para	0
la	la	fw-fr	la	la	0
armada	armada	n1	armada	armada	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Ter^era	Ter^era	fw-fr	Ter^era	ter^era	0
:	:	:	:	:	0
y	y	fw-fr	y	y	0
que	que	fw-fr	que	que	0
assi	assi	fw-fr	assi	assi	0
mismo	mismo	fw-la	mismo	mismo	0
se	se	fw-la	se	se	0
levanten	levanten	j	levanten	levanten	0
seys	seys	n2	seys	sey	0
mil	mil	vmb	mil	will	0
90	90	crd	90	90	0
soldados	soldados	n2	soldados	soldado	0
,	,	,	,	,	0
dando	dando	fw-la	dando	dando	0
condutas	condutas	fw-la	condutas	condutas	0
para	para	fw-mi	para	para	0
mas	mas	n1	mass	mass	0
gente	gente	fw-mi	gente	gente	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
esta	esta	fw-la	esta	esta	0
,	,	,	,	,	0
para	para	fw-it	para	para	0
que	que	fw-fr	que	que	0
aya	aya	fw-fr	aya	aya	0
este	este	fw-fr	este	este	0
numero	numero	fw-it	numero	numero	0
de	de	fw-fr	de	de	0
servicio	servicio	fw-la	servicio	servicio	0
.	.	.	.	.	1
Tambien	Tambien	fw-fr	Tambien	tambien	0
convernia	convernia	n1	convernia	convernia	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
de	de	fw-fr	de	de	0
Viscaia	Viscaia	np1	Viscaia	Viscaia	0
venga	venga	fw-la	venga	venga	0
para	para	fw-mi	para	para	0
esta	esta	fw-la	esta	esta	0
Armada	Armada	n1	Armada	armada	0
20	20	crd	20	20	0
patazes	patazes	n2	patazes	pataze	0
,	,	,	,	,	0
y	y	zz	y	y	0
veynte	veynte	n1	veynte	veynte	0
Azabras	Azabras	fw-mi	Azabras	azabras	0
de	de	fw-fr	de	de	0
Castro	Castro	np1	Castro	Castro	0
.	.	.	.	.	1
Que	Que	fw-fr	Que	que	0
las	las	fw-fr	las	las	0
patazes	patazes	vvz	patazes	pataze	0
sean	sean	j	sean	sean	0
de	de	dt	the	the	0
50	50	crd	50	50	0
hasta	hasta	fw-la	hasta	hasta	0
60	60	crd	60	60	0
toneladas	toneladas	n2	toneladas	tonelada	0
:	:	:	:	:	0
y	y	fw-fr	y	y	0
las	las	fw-fr	las	las	0
Azabras	Azabras	fw-mi	Azabras	azabras	0
,	,	,	,	,	0
como	como	fw-it	como	como	0
las	las	fw-fr	las	las	0
que	que	fw-fr	que	que	0
vinieran	vinieran	fw-ge	vinieran	vinieran	0
a	a	av	a	a	0
la	la	fw-fr	la	la	0
Jornada	Jornada	np1	Jornada	Jornada	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Tergera	Tergera	fw-la	Tergera	tergera	0
.	.	.	.	.	1
Que	Que	fw-fr	Que	que	0
se	se	fw-la	se	se	0
porvea	porvea	fw-la	porvea	porvea	0
el	el	fw-es	el	el	0
artilleria	artilleria	fw-it	artilleria	artilleria	0
,	,	,	,	,	0
polvera	polvera	fw-la	polvera	polvera	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
cuerda	cuerda	fw-la	cuerda	cuerda	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
plomo	plomo	fw-la	plomo	plomo	0
necessario	necessario	fw-la	necessario	necessario	0
,	,	,	,	,	0
arcabuzes	arcabuzes	n2	arcabuzes	arcabuze	0
,	,	,	,	,	0
mosquetas	mosquetas	n2	mosquetas	mosqueta	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
picas	picas	fw-la	picas	picas	0
de	de	fw-fr	de	de	0
respite	respite	n1	respite	respite	0
para	para	fw-mi	para	para	0
la	la	fw-fr	la	la	0
guardia	guardia	fw-la	guardia	guardia	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
costa	costa	fw-mi	costa	costa	0
.	.	.	.	.	1
Converne	Converne	n1	Converne	converne	0
hazer	hazer	fw-es	hazer	hacer	0
otra	otra	fw-mi	otra	otra	0
armada	armada	n1	armada	armada	0
de	de	fw-la	de	de	0
dos	dos	vdz	dos	do	0
naos	naos	n1	naos	naos	0
cada	cada	fw-la	cada	cada	0
400	400	crd	400	400	0
toneladas	toneladas	n2	toneladas	tonelada	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
otras	otras	fw-la	otras	otras	0
quatro	quatro	fw-la	quatro	quatro	0
de	de	fw-la	de	de	0
a	a	dt	a	a	0
dozientas	dozientas	fw-fr	dozientas	dozientas	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
quatro	quatro	fw-la	quatro	quatro	0
patazes	patazes	vvz	patazes	pataze	0
,	,	,	,	,	0
y	y	pn22	y	you	0
mil	mil	vmb	mil	will	0
soldados	soldados	n2	soldados	soldado	0
,	,	,	,	,	0
de	de	fw-fr	de	de	0
mas	mas	n1	mass	mass	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
gente	gente	fw-la	gente	gente	0
de	de	fw-fr	de	de	0
mar	mar	vvi	mar	mar	0
.	.	.	.	.	1
Aviendo	Aviendo	fw-la	Aviendo	aviendo	0
visto	visto	zz	visto	visto	0
y	y	fw-mi	y	y	0
considerado	considerado	n1	considerado	considerado	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
en	en	fw-fr	en	en	0
dos	dos	vdz	dos	do	0
meses	meses	n2	meses	mese	0
han	han	av	han	han	0
hecho	hecho	vvi	hecho	hecho	0
tantos	tantos	n2	tantos	tanto	0
dannos	dannos	fw-la	dannos	dannos	0
los	los	fw-la	los	los	0
Ingleses	Ingleses	fw-es	Ingleses	ingleses	0
con	con	fw-mi	con	con	0
los	los	fw-la	los	los	0
navios	navios	fw-es	navios	navios	0
de	de	fw-fr	de	de	0
mercantes	mercantes	fw-la	mercantes	mercantes	0
que	que	fw-fr	que	que	0
navegan	navegan	vvd	navegan	navegan	0
por	por	zz	por	por	0
estos	estos	n1	estos	estos	0
mares	mares	n2	mares	mere	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
que	que	fw-fr	que	que	0
es	es	fw-fr	es	es	0
de	de	fw-fr	de	de	0
creer	creer	n1	creer	creer	0
que	que	fw-fr	que	que	0
haran	haran	n1	haran	haran	0
lo	lo	uh	lo	lo	0
mismo	mismo	fw-la	mismo	mismo	0
en	en	fw-fr	en	en	0
las	las	fw-la	las	las	0
flotas	flotas	fw-la	flotas	flotas	0
que	que	fw-fr	que	que	0
fueren	fueren	n1	fueren	fueren	0
y	y	fw-mi	y	y	0
vinieren	vinieren	fw-mi	vinieren	vinieren	0
de	de	fw-fr	de	de	0
las	las	fw-fr	las	las	0
Indias	Indias	npg1	Indias	India	0
,	,	,	,	,	0
convernia	convernia	n1	convernia	convernia	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
,	,	,	,	,	0
como	como	fw-it	como	como	0
para	para	fw-mi	para	para	0
la	la	fw-fr	la	la	0
ordenan^a	ordenan^a	fw-fr	ordenan^a	ordenan^a	0
en	en	fw-fr	en	en	0
tiempo	tiempo	fw-it	tiempo	tiempo	0
de	de	fw-mi	de	de	0
paz	paz	n1	paz	paz	0
,	,	,	,	,	0
lleva	lleva	fw-la	lleva	lleva	0
la	la	fw-fr	la	la	0
armada	armada	n1	armada	armada	0
las	las	fw-fr	las	las	0
naos	naos	n1	naos	naos	0
Capitana	Capitana	np1	Capitana	Capitana	0
y	y	fw-fr	y	y	0
Almirante	Almirante	np1	Almirante	Almirante	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
llevassen	llevassen	vvp	llevassen	llevassen	0
aora	aora	fw-la	aora	aora	0
otras	otras	fw-la	otras	otras	0
dos	dos	vdz	dos	do	0
mas	mas	n1	mass	mass	0
por	por	zz	por	por	0
lo	lo	uh	lo	lo	0
menos	menos	fw-gr	menos	menos	0
en	en	fw-fr	en	en	0
cada	cada	fw-es	cada	cada	0
flota	flota	fw-la	flota	flota	0
:	:	:	:	:	0
y	y	fw-es	y	y	0
no	no	dx	no	no	0
por	por	fw-es	por	por	0
esto	esto	fw-la	esto	esto	0
se	se	fw-mi	se	se	0
ha	ha	uh	would	ha	0
de	de	fw-fr	de	de	0
dexar	dexar	n1	dexar	dexar	0
de	de	fw-mi	de	de	0
asegurar	asegurar	fw-it	asegurar	asegurar	0
las	las	fw-la	las	las	0
con	con	fw-mi	con	con	0
Armada	Armada	n1	Armada	armada	0
.	.	.	.	.	1
Todas	Todas	np1	Todas	Todas	0
estas	estas	fw-la	estas	estas	0
prevenciones	prevenciones	fw-la	prevenciones	prevenciones	0
,	,	,	,	,	0
me	me	pno11	me	i	0
paresce	paresce	vvi	paresce	paresce	0
,	,	,	,	,	0
se	se	zz	se	se	0
deuen	deuen	vvn	deuen	deuen	0
hazer	hazer	fw-es	hazer	hacer	0
,	,	,	,	,	0
para	para	fw-mi	para	para	0
solo	solo	fw-la	solo	solo	0
lo	lo	uh	lo	lo	0
que	que	fw-fr	que	que	0
toca	toca	fw-mi	toca	toca	0
la	la	fw-fr	la	la	0
Armada	Armada	n1	Armada	armada	0
Inglese	Inglese	np1	Inglese	Inglese	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
otros	otros	fw-la	otros	otros	0
navios	navios	fw-mi	navios	navios	0
que	que	fw-fr	que	que	0
han	han	n1	han	han	0
salido	salido	fw-la	salido	salido	0
de	de	fw-fr	de	de	0
aquel	aquel	fw-fr	aquel	aquel	0
Reyno	Reyno	uh	Reyno	reyno	0
.	.	.	.	.	1
Pero	Pero	np1	Pero	Pero	0
en	en	fw-fr	en	en	0
caso	caso	n1	caso	caso	0
que	que	fw-fr	que	que	0
Don	Don	n1	DONE	don	0
Antonio	Antonio	np1	Antonio	Antonio	0
Veniese	Veniese	np1	Veniese	Veniese	0
con	con	fw-mi	con	con	0
la	la	fw-fr	la	la	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
532.	532.	crd	532.	532.	0
]	]	]	]	]	1
Armada	Armada	n1	Armada	armada	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
quisiese	quisiese	n1	quisiese	quisiese	0
intentar	intentar	n1	intentar	intentar	0
lo	lo	uh	lo	lo	0
d’este	d’este	fw-fr	d’este	d’este	0
Reyno	Reyno	uh	Reyno	reyno	0
,	,	,	,	,	0
seran	seran	fw-ge	seran	seran	0
menester	menester	jc	menester	menest	0
las	las	fw-la	las	las	0
prevenciones	prevenciones	fw-la	prevenciones	prevenciones	0
siguientes	siguientes	n2	siguientes	siguiente	0
.	.	.	.	.	1
QUe	QUe	fw-fr	QUe	que	0
se	se	fw-mi	se	se	0
apercibiesen	apercibiesen	fw-mi	apercibiesen	apercibiesen	0
el	el	fw-es	el	el	0
conde	conde	n1	cond	conde	0
de	de	fw-fr	de	de	0
Benavente	Benavente	np1	Benavente	Benavente	0
,	,	,	,	,	0
Marques	Marques	np1	Marques	Marques	0
de	de	fw-fr	de	de	0
Soria	Soria	np1	Soria	Soria	0
,	,	,	,	,	0
conde	conde	n1	cond	conde	0
de	de	fw-fr	de	de	0
Altamira	Altamira	np1	Altamira	Altamira	0
,	,	,	,	,	0
conde	conde	n1	cond	conde	0
de	de	fw-fr	de	de	0
Monte	Monte	fw-fr	Monte	monte	0
Rey	Rey	np1	Rey	Rey	0
,	,	,	,	,	0
Marques	Marques	np1	Marques	Marques	0
de	de	fw-fr	de	de	0
Cerraluo	Cerraluo	fw-la	Cerraluo	cerraluo	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
los	los	fw-la	los	los	0
de	de	fw-fr	de	de	0
mas	mas	n1	mass	mass	0
Sennores	Sennores	fw-es	Sennores	senores	0
y	y	fw-es	y	y	0
Cavalleros	Cavalleros	np1	Cavalleros	Cavalleros	0
,	,	,	,	,	0
a	a	dt	a	a	0
quien	quien	vvn	quien	quien	0
se	se	fw-la	se	se	0
dio	dio	fw-mi	dio	dio	0
orden	orden	n1	orden	orden	0
que	que	fw-fr	que	que	0
estubiesen	estubiesen	fw-mi	estubiesen	estubiesen	0
a	a	zz	a	a	0
punto	punto	n1	punto	punto	0
,	,	,	,	,	0
quando	quando	fw-la	quando	quando	0
se	se	fw-la	se	se	0
vino	vino	fw-la	vino	vino	0
a	a	dt	a	a	0
este	este	fw-la	este	este	0
Reyno	Reyno	np1	Reyno	Reyno	0
.	.	.	.	.	1
Que	Que	fw-fr	Que	que	0
se	se	fw-mi	se	se	0
exercibiese	exercibiese	n1	exercibiese	exercibiese	0
tarn	tarn	n1	tarn	tarn	0
bien	bien	fw-fr	bien	bien	0
la	la	fw-fr	la	la	0
gente	gente	fw-la	gente	gente	0
de	de	fw-fr	de	de	0
las	las	fw-fr	las	las	0
Ciudades	Ciudades	fw-mi	Ciudades	ciudades	0
de	de	fw-la	de	de	0
Toro	Toro	np1	Toro	Toro	0
,	,	,	,	,	0
Zamora	Zamora	np1	Zamora	Zamora	0
,	,	,	,	,	0
Salamanca	Salamanca	np1	Salamanca	Salamanca	0
,	,	,	,	,	0
cuidar	cuidar	n1	cuidar	cuidar	0
para	para	fw-mi	para	para	0
socorrer	socorrer	n1	socorrer	socorrer	0
a	a	dt	a	a	0
la	la	fw-fr	la	la	0
parte	parte	n1	part	part	0
dentro	dentro	fw-mi	dentro	dentro	0
Doro	Doro	np1	Doro	Doro	0
y	y	fw-mi	y	y	0
Minno	Minno	fw-la	Minno	minno	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
las	las	uh	las	alas	0
de	de	fw-fr	de	de	0
Estremadura	Estremadura	np1	Estremadura	Estremadura	0
y	y	fw-mi	y	y	0
Sevilla	Sevilla	np1	Sevilla	Sevilla	0
para	para	fw-mi	para	para	0
socorrer	socorrer	n1	socorrer	socorrer	0
esta	esta	fw-es	esta	esta	0
Ciudad	Ciudad	fw-es	Ciudad	ciudad	0
de	de	fw-fr	de	de	0
Lisbona	Lisbona	np1	Lisbona	Lisbona	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
su	su	n1	sum	sum	0
Comarca	Comarca	np1	Comarca	Comarca	0
.	.	.	.	.	1
The	The	dt	The	the	0
damage	damage	n1	damage	damage	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
bypassing	bypassing	vvg	bypassing	bypass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Jenero	Jenero	np1	Jenero	Jenero	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
South	South	n1	South	south	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
Que	Que	fw-fr	Que	que	0
se	se	fw-la	se	se	0
avituallen	avituallen	j	avituallen	avituallen	0
los	los	fw-la	los	los	0
castillos	castillos	n1	castillos	castillos	0
desta	desta	fw-la	desta	desta	0
ciudad	ciudad	fw-es	ciudad	ciudad	0
,	,	,	,	,	0
ribera	ribera	fw-fr	ribera	ribera	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
comarca	comarca	fw-la	comarca	comarca	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
provean	provean	fw-mi	provean	provean	0
de	de	fw-fr	de	de	0
polvere	polvere	fw-la	polvere	polvere	0
,	,	,	,	,	0
cuerda	cuerda	fw-la	cuerda	cuerda	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
plomo	plomo	fw-la	plomo	plomo	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
lo	lo	uh	lo	lo	0
demas	demas	fw-la	demas	demas	0
tocante	tocante	fw-la	tocante	tocante	0
el	el	fw-es	el	el	0
artilleria	artilleria	fw-la	artilleria	artilleria	0
