perceive	perceive	vvb	perceive	perceive	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
drawen	drawen	vvn	drawn	draw	0
a	a	dt	a	a	0
ground	ground	n1	ground	ground	0
and	and	cc	and	and	0
sunke	sunke	vvn	sunk	sink	0
,	,	,	,	,	0
and	and	cc	and	and	0
carried	carried	vvd	carried	carry	0
all	all	d	all	all	0
her	her	po31	her	her	0
sayles	sayles	n2	sails	sail	0
,	,	,	,	,	0
mastes	mastes	n2	masts	mast	0
,	,	,	,	,	0
and	and	cc	and	and	0
rudders	rudders	n2	rudders	rudder	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
woods	woods	n2	woods	wood	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
him	him	pno31	him	he	0
away	away	av	away	away	0
;	;	;	;	;	0
we	we	pns12	we	we	0
also	also	av	also	also	0
chased	chased	vvd	chased	chase	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
hid	hid	vvd	hid	hide	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
caves	caves	n2	caves	cave	0
,	,	,	,	,	0
hollow	hollow	j-jn	hollow	hollow	0
rockes	rockes	n2	rocks	rock	0
,	,	,	,	,	0
and	and	cc	and	and	0
bushes	bushes	n2	bushes	bush	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
find	find	vvi	find	find	0
them	them	pno32	them	they	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
14	14	crd	14	14	0
we	we	zz	we	we	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
Mona	Mona	np1	Mona	Mona	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
after	after	c-acp	after	after	0
wee	wee	pns12	we	we	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Hand	Hand	n1	Hand	hand	0
called	called	vvn	called	call	0
Saona	Saona	np1	Saona	Saona	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
5	5	crd	5	5	0
leagues	leagues	n2	leagues	league	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Mona	Mona	np1	Mona	Mona	0
,	,	,	,	,	0
lying	lying	vvg	lying	lie	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Southside	Southside	n1	Southside	southside	0
of	of	pp-f	of	of	0
Hispaniola	Hispaniola	np1	Hispaniola	Hispaniola	0
neere	neere	av-j	near	near	0
the	the	dt	the	the	0
East	East	n1	East	east	0
end	end	n1	end	end	0
:	:	:	:	:	0
betweene	betweene	p-acp	between	between	0
these	these	d	these	these	0
two	two	crd	two	two	0
Hands	Hands	n2	Hands	hand	0
we	we	pns12	we	we	0
lay	lay	vvd	lay	lie	0
off	off	a-acp	off	off	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
4	4	crd	4	4	0
or	or	cc	or	or	0
5	5	crd	5	5	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Domingo	Domingo	np1	Domingo	Domingo	0
fleete	fleete	n1	fleet	fleet	0
doubling	doubling	vvg	doubling	double	0
this	this	d	this	this	0
Hand	Hand	n1	Hand	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
neerer	neerer	jc	nearer	near	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
Spaine	Spaine	np1	Spaine	Spain	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
Cape	Cape	n1	Cape	cape	0
S.	S.	np1	S.	S.	0
Anthony	Anthony	np1	Anthony	Anthony	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Thursday	Thursday	np1	Thursday	Thursday	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
19	19	crd	19	19	0
our	our	po12	our	our	0
Viceadmirall	Viceadmirall	n1	Viceadmiral	vice-admiral	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
departed	departed	vvd	departed	depart	0
at	at	p-acp	at	at	0
Dominica	Dominica	np1	Dominica	Dominica	0
,	,	,	,	,	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
at	at	p-acp	at	at	0
Saona	Saona	np1	Saona	Saona	0
,	,	,	,	,	0
408	408	crd	408	408	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
left	left	vvd	left	leave	0
a	a	dt	a	a	0
Spanish	Spanish	jp	Spanish	spanish	0
Frigate	Frigate	n1	Frigate	frigate	0
,	,	,	,	,	0
and	and	cc	and	and	0
appointed	appointed	vvd	appointed	appoint	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
lie	lie	vvi	lie	lie	0
off	off	a-acp	off	off	0
and	and	cc	and	and	0
on	on	a-acp	on	on	0
other	other	j-jn	other	other	0
five	five	crd	five	five	0
daies	daies	n2	days	day	0
betweene	betweene	p-acp	between	between	0
Saona	Saona	np1	Saona	Saona	0
and	and	cc	and	and	0
Mona	Mona	np1	Mona	Mona	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
;	;	;	;	;	0
then	then	av	then	then	0
we	we	pns12	we	we	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
Saona	Saona	np1	Saona	Saona	0
for	for	p-acp	for	for	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
enformed	enformed	vvn	informed	inform	0
that	that	d	that	that	0
our	our	po12	our	our	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Viceadmirall	Viceadmirall	n1	Viceadmiral	vice-admiral	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
departure	departure	n1	departure	departure	0
from	from	p-acp	from	from	0
Dominica	Dominica	np1	Dominica	Dominica	0
brought	brought	vvd	brought	bring	0
away	away	av	away	away	0
two	two	crd	two	two	0
young	young	j	young	young	0
Salvages	Salvages	n2-jn	Salvages	savage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
Casiques	Casiques	ng1	Casiques	casiques	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Countrey	Countrey	n1	Country	country	0
and	and	cc	and	and	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Dominica	Dominica	np1	Dominica	Dominica	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
shortly	shortly	av-j	shortly	short	0
after	after	a-acp	after	after	0
ran	ran	vvd	ran	run	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
Santa	Santa	np1	Santa	Santa	0
Cruz	Cruz	np1	Cruz	Cruz	0
Hand	Hand	n1	Hand	hand	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Viceadmirall	Viceadmirall	n1	Viceadmiral	vice-admiral	0
landed	landed	vvd	landed	land	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
ballast	ballast	n1	ballast	ballast	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
21	21	crd	21	21	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
the	the	dt	the	the	0
John	John	np1	John	John	0
Evangelist	Evangelist	np1	Evangelist	Evangelist	0
our	our	po12	our	our	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
staying	staying	vvg	staying	stay	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
:	:	:	:	:	0
here	here	av	here	here	0
we	we	pns12	we	we	0
tooke	tooke	vvd	took	take	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
almost	almost	av	almost	almost	0
starved	starved	vvn	starved	starve	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
fire	fire	n1	fire	fire	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
passed	passed	vvd	passed	pass	0
by	by	p-acp	by	by	0
.	.	.	.	.	1
Those	Those	d	Those	those	0
places	places	n2	places	place	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
100	100	crd	100	100	0
miles	miles	n2	miles	mile	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
are	are	vbr	are	be	0
nothing	nothing	pix	nothing	nothing	0
els	els	av	else	else	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
desolate	desolate	j	desolate	desolate	0
and	and	cc	and	and	0
meere	meere	j	mere	mere	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
290.	290.	crd	290.	290.	0
]	]	]	]	]	0
wildernesse	wildernesse	n1	wilderness	wilderness	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
habitation	habitation	n1	habitation	habitation	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
wilde	wilde	j	wild	wild	0
Bulles	Bulles	n2	Bulls	bull	0
and	and	cc	and	and	0
Bores	Bores	n2	Boars	boar	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
Serpents	Serpents	n2	Serpents	serpent	0
.	.	.	.	.	1
The	The	dt	The	the	0
22	22	crd	22	22	0
our	our	po12	our	our	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
came	came	vvd	came	come	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
anker	anker	n1	anchor	anchor	0
in	in	p-acp	in	in	0
Aligato	Aligato	fw-la	Aligato	aligato	0
Bay	Bay	n1	Bay	bay	0
at	at	p-acp	at	at	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
we	we	pns12	we	we	0
understood	understood	vvd	understood	understand	0
of	of	pp-f	of	of	0
M.	M.	n1	M.	m.	0
Lane	Lane	n1	Lane	lane	0
,	,	,	,	,	0
Captaine	Captaine	n1	Captain	captain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
;	;	;	;	;	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
set	set	vvn	set	set	0
William	William	np1	William	William	0
upon	upon	p-acp	upon	upon	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
Gallies	Gallies	n2	Galleys	galley	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
Santo	Santo	np1	Santo	Santo	0
Lane	Lane	vvn	Lane	lay	0
'	'	'	'	'	0
Domingo	Domingo	np1	Domingo	Domingo	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
manned	manned	vvn	manned	man	0
with	with	p-acp	with	with	0
400	400	crd	400	400	0
men	men	n2	men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
fought	fought	vvn	fought	fight	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
3	3	crd	3	3	0
or	or	cc	or	or	0
4	4	crd	4	4	0
houres	houres	n2	hours	hour	0
,	,	,	,	,	0
gave	gave	vvd	gave	give	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
fight	fight	n1	fight	fight	0
&	&	cc	&	and	0
forsooke	forsooke	vvd	forsook	forsake	0
him	him	pno31	him	he	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
great	great	j	great	great	0
hurt	hurt	n1	hurt	hurt	0
done	done	vdn	done	do	0
on	on	p-acp	on	on	0
eyther	eyther	d	either	either	0
part	part	n1	part	part	0
.	.	.	.	.	1
The	The	dt	The	the	0
26	26	crd	26	26	0
the	the	dt	the	the	0
John	John	np1	John	John	0
our	our	po12	our	our	0
Vizadmirall	Vizadmirall	n1	Vizadmirall	vice-admiral	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
cape	cape	n1	cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Frigat	Frigat	n1	Frigate	frigate	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
left	left	vvd	left	leave	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
Saona	Saona	np1	Saona	Saona	0
.	.	.	.	.	1
This	This	d	This	this	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
appointed	appointed	j-vvn	appointed	appoint	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
attend	attend	vvi	attend	attend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
meeting	meeting	n1	meeting	meeting	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Santo	Santo	np1	Santo	Santo	0
Domingo	Domingo	np1	Domingo	Domingo	0
Fleete	Fleete	n1	Fleet	fleet	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Whitsunday	Whitsunday	np1	Whitsunday	Whitsunday	0
Even	Even	av-j	Even	even	0
at	at	p-acp	at	at	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
boyes	boyes	n2	boys	boy	0
ranne	ranne	vvd	ran	run	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
ten	ten	crd	ten	ten	0
dayes	dayes	ng2	days	day	0
end	end	n1	end	end	0
returned	returned	vvn	returned	return	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
almost	almost	av	almost	almost	0
starved	starved	vvn	starved	starve	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
food	food	n1	food	food	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
sundry	sundry	j	sundry	sundry	0
places	places	n2	places	place	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
the	the	dt	the	the	0
bones	bones	n2	bones	bone	0
and	and	cc	and	and	0
carkases	carkases	n2	carcases	carcase	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
men	men	n2	men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
perished	perished	vvn	perished	perish	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
thought	thought	vvd	thought	think	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
famine	famine	n1	famine	famine	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
woods	woods	n2	woods	wood	0
,	,	,	,	,	0
being	being	vbg	being	be	0
either	either	av-d	either	either	0
stragled	stragled	vvd	straggled	straggle	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
company	company	n1	company	company	0
,	,	,	,	,	0
or	or	cc	or	or	0
landed	landed	vvd	landed	land	0
there	there	a-acp	there	there	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
.	.	.	.	.	1
409	409	crd	409	409	0
ON	ON	p-acp	ON	on	0
the	the	dt	the	the	0
14	14	crd	14	14	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
we	we	pns12	we	we	0
tooke	tooke	vvd	took	take	0
a	a	dt	a	a	0
smal	smal	j	small	small	0
Spanish	Spanish	jp	Spanish	spanish	0
frigat	frigat	n1	frigate	frigate	0
which	which	r-crq	which	which	0
fell	fell	vvd	fell	fall	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
so	so	av	so	so	0
suddenly	suddenly	av-j	suddenly	sudden	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
doubled	doubled	vvd	doubled	double	0
the	the	dt	the	the	0
point	point	n1	point	point	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Bay	Bay	n1	Bay	bay	0
of	of	pp-f	of	of	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
road	road	vvd	road	ride	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
escape	escape	vvi	escape	escape	0
us	us	pno12	us	we	0
.	.	.	.	.	1
This	This	d	This	this	0
Frigat	Frigat	n1	Frigate	frigate	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
Santo	Santo	np1	Santo	Santo	0
Domingo	Domingo	np1	Domingo	Domingo	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
but	but	p-acp	but	but	0
3	3	crd	3	3	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
expert	expert	j	expert	expert	0
Pilot	Pilot	n1	Pilot	pilot	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
a	a	dt	a	a	0
Mountainer	Mountainer	n1	Mountainer	mountainer	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
third	third	ord	third	three	0
a	a	dt	a	a	0
Vintener	Vintener	n1	Vintner	vintner	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
escaped	escaped	vvd	escaped	escape	0
all	all	d	all	all	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
prison	prison	n1	prison	prison	0
at	at	p-acp	at	at	0
Santo	Santo	np1	Santo	Santo	0
Domingo	Domingo	np1	Domingo	Domingo	0
,	,	,	,	,	0
purposing	purposing	vvg	purposing	purpose	0
to	to	pc-acp	to	to	0
fly	fly	vvi	fly	fly	0
to	to	p-acp	to	to	0
Yaguana	Yaguana	np1	Yaguana	Yaguana	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
West	West	n1	West	west	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
His-Spanishfap	His-Spanishfap	j	His-Spanishfap	his-spanishfap	0
-	-	-	-	-	0
paniola	paniola	fw-es	paniola	paniola	0
where	where	c-crq	where	where	0
many	many	d	many	many	0
fugitive	fugitive	j-jn	fugitive	fugitive	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
are	are	vbr	are	be	0
gathered	gathered	vvn	gathered	gather	0
together	together	av	together	together	0
.	.	.	.	.	1
The	The	dt	The	the	0
17	17	crd	17	17	0
being	being	vbg	being	be	0
Wednesday	Wednesday	np1	Wednesday	Wednesday	0
Captaine	Captaine	n1	Captain	captain	0
Lane	Lane	n1	Lane	lane	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
Yaguana	Yaguana	np1	Yaguana	Yaguana	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Frigat	Frigat	n1	Frigate	frigate	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
taking	taking	vvg	taking	take	0
in	in	p-acp	in	in	0
fraight	fraight	vvn	fraught	fraught	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
understood	understood	vvd	understood	understand	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
old	old	j	old	old	0
Pylot	Pylot	n1	Pilot	pilot	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
three	three	crd	three	three	0
dayes	dayes	n2	days	day	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
The	The	dt	The	the	0
24	24	crd	24	24	0
the	the	dt	the	the	0
Frigat	Frigat	n1	Frigate	frigate	0
returned	returned	vvd	returned	return	0
from	from	p-acp	from	from	0
Captaine	Captaine	n1	Captain	captain	0
Lane	Lane	n1	Lane	lane	0
at	at	p-acp	at	at	0
Yaguana	Yaguana	np1	Yaguana	Yaguana	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
us	us	pno12	us	we	0
word	word	n1	word	word	0
to	to	p-acp	to	to	0
cape	cape	n1	cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
,	,	,	,	,	0
that	that	cst	that	that	0
Captaine	Captaine	n1	Captain	captain	0
Lane	Lane	n1	Lane	lane	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
passengers	passengers	n2	passengers	passenger	0
and	and	cc	and	and	0
Negroes	Negroes	n2	Negroes	negro	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
proved	proved	vvd	proved	prove	0
not	not	xx	not	not	0
so	so	av	so	so	0
rich	rich	j	rich	rich	0
a	a	dt	a	a	0
prize	prize	n1	prize	prize	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
hoped	hoped	vvd	hoped	hope	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Frenchman	Frenchman	np1	Frenchman	Frenchman	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
and	and	cc	and	and	0
spoyled	spoyled	vvn	spoiled	spoil	0
her	her	pno31	her	she	0
before	before	c-acp	before	before	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
.	.	.	.	.	1
Neverthelesse	Neverthelesse	av	Nevertheless	nevertheless	0
her	her	po31	her	her	0
loading	loading	n-vvg	loading	load	0
was	was	vbds	was	be	0
thought	thought	vvn	thought	think	0
worth	worth	j	worth	worth	0
1000	1000	crd	1000	1000	0
or	or	cc	or	or	0
1300	1300	crd	1300	1300	0
pounds	pounds	n2	pounds	pound	0
,	,	,	,	,	0
being	being	vbg	being	be	0
hides	hides	n2	hides	hide	0
,	,	,	,	,	0
ginger	ginger	n1	ginger	ginger	0
,	,	,	,	,	0
Cannafistula	Cannafistula	n1	Cannafistula	cannafistula	0
,	,	,	,	,	0
Copper-pannes	Copper-pannes	n2	Copper-pans	copper-pan	0
,	,	,	,	,	0
and	and	cc	and	and	0
Casavi	Casavi	np1	Casavi	Casavi	0
.	.	.	.	.	1
July	July	np1	July	July	0
-	-	-	-	-	0
Edward	Edward	np1	Edward	Edward	0
^T^He	^T^He	vvb	t^he	t^he	0
second	second	vvi	second	second	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
Edward	Edward	np1	Edward	Edward	0
Spicer	Spicer	np1	Spicer	Spicer	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
left	left	vvd	left	leave	0
in	in	p-acp	in	in	0
Spicer	Spicer	np1	Spicer	Spicer	0
.	.	.	.	.	1
1	1	crd	1	1	0
England	England	np1	England	England	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
at	at	p-acp	at	at	0
Cape	Cape	n1	Cape	cape	0
Tyburon	Tyburon	np1	Tyburon	Tyburon	0
,	,	,	,	,	0
accompanied	accompanied	vvn	accompanied	accompany	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
small	small	j	small	small	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
one	one	crd	one	one	0
M.	M.	n1	M.	m.	0
Harps	Harps	n2	Harps	harp	0
was	was	vbds	was	be	0
Captaine	Captaine	n1	Captain	captain	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
fleete	fleete	n1	fleet	fleet	0
of	of	pp-f	of	of	0
14	14	crd	14	14	0
saile	saile	n1	sail	sail	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
Santo	Santo	np1	Santo	Santo	0
Domingo	Domingo	np1	Domingo	Domingo	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
presently	presently	av-j	presently	present	0
gave	gave	vvd	gave	give	0
chase	chase	n1	chase	chase	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
first	first	ord	first	first	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
fled	fled	vvd	fled	flee	0
