Concerning	Concerning	vvg	Concerning	concern	0
whereof	whereof	c-crq	whereof	whereof	0
joyneth	joyneth	vvz	joineth	join	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
lande	lande	n1	land	land	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
severall	severall	j	several	several	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
subject	subject	j-jn	subject	subject	0
and	and	cc	and	and	0
tributarie	tributarie	n-jn	tributary	tributary	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Coray	Coray	np1	Coray	Coray	0
is	is	vbz	is	be	0
divided	divided	vvn	divided	divide	0
but	but	p-acp	but	but	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
from	from	p-acp	from	from	0
Japan	Japan	np1	Japan	Japan	0
,	,	,	,	,	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
determined	determined	vvd	determined	determine	0
to	to	p-acp	to	to	0
subdue	subdue	vvi	subdue	subdue	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
so	so	av	so	so	0
aboundeth	aboundeth	vvz	aboundeth	abound	0
with	with	p-acp	with	with	0
victuals	victuals	n2	victuals	victual	0
,	,	,	,	,	0
that	that	cst	that	that	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
the	the	dt	the	the	0
easier	easier	av-jc	easier	easy	0
invade	invade	vvi	invade	invade	0
China	China	n1	China	china	0
.	.	.	.	.	1
While	While	cs	While	while	0
all	all	d	all	all	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
preparing	preparing	vvg	preparing	prepare	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
commanded	commanded	vvn	commanded	command	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
port	port	n1	port	port	0
of	of	pp-f	of	of	0
Ximo	Ximo	np1	Ximo	Ximo	0
called	called	vvd	called	call	0
Nangoia	Nangoia	np1	Nangoia	Nangoia	0
,	,	,	,	,	0
being	being	vbg	being	be	0
twelve	twelve	crd	twelve	twelve	0
leagues	leagues	n2	leagues	league	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Firando	Firando	np1	Firando	Firando	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
erected	erected	vvn	erected	erect	0
a	a	dt	a	a	0
mightie	mightie	j	mighty	mighty	0
426	426	crd	426	426	0
great	great	j	great	great	0
castle	castle	n1	castle	castle	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
fleet	fleet	n1	fleet	fleet	0
was	was	vbds	was	be	0
minded	minded	vvn	minded	mind	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
newes	newes	n1	news	news	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
4	4	crd	4	4	0
governours	governours	n2	governors	governor	0
or	or	cc	or	or	0
captaines	captaines	n2	captains	captain	0
.	.	.	.	.	1
Hee	Hee	pns31	He	he	0
appointed	appointed	vvd	appointed	appoint	0
also	also	av	also	also	0
another	another	j-jn	another	another	0
castle	castle	n1	castle	castle	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
built	built	vvn	built	build	0
in	in	p-acp	in	in	0
Fuchinoxima	Fuchinoxima	fw-la	Fuchinoxima	fuchinoxima	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
another	another	j-jn	another	another	0
island	island	n1	island	island	0
situate	situate	vvb	situate	situate	0
betweene	betweene	p-acp	between	between	0
Nangoia	Nangoia	np1	Nangoia	Nangoia	0
and	and	cc	and	and	0
Ceuxima	Ceuxima	np1	Ceuxima	Ceuxima	0
.	.	.	.	.	1
And	And	cc	And	and	0
he	he	pns31	he	he	0
built	built	vvd	built	build	0
a	a	dt	a	a	0
third	third	ord	third	three	0
castle	castle	n1	castle	castle	0
in	in	p-acp	in	in	0
Ceuxima	Ceuxima	np1	Ceuxima	Ceuxima	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
passage	passage	n1	passage	passage	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
commodious	commodious	j	commodious	commodious	0
.	.	.	.	.	1
The	The	dt	The	the	0
charge	charge	n1	charge	charge	0
of	of	pp-f	of	of	0
building	building	vvg	building	build	0
these	these	d	these	these	0
castles	castles	n2	castles	castle	0
he	he	pns31	he	he	0
imposed	imposed	vvn	imposed	impose	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
4	4	crd	4	4	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
governours	governours	n2	governors	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
commanded	commanded	vvd	commanded	command	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
lords	lords	n2	lords	lord	0
of	of	pp-f	of	of	0
Ximo	Ximo	np1	Ximo	Ximo	0
their	their	po32	their	their	0
associates	associates	n2	associates	associate	0
to	to	pc-acp	to	to	0
assist	assist	vvi	assist	assist	0
them	them	pno32	them	they	0
;	;	;	;	;	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
applyed	applyed	vvd	applied	apply	0
that	that	d	that	that	0
busines	busines	n1	business	business	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
6	6	crd	6	6	0
moneths	moneths	ng2	months	month	0
space	space	n1	space	space	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
wholly	wholly	av-jn	wholly	whole	0
finished	finished	vvn	finished	finish	0
.	.	.	.	.	1
The	The	dt	The	the	0
castle	castle	n1	castle	castle	0
of	of	pp-f	of	of	0
Nangoia	Nangoia	np1	Nangoia	Nangoia	0
was	was	vbds	was	be	0
environed	environed	vvn	environed	environ	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
wall	wall	n1	wall	wall	0
of	of	pp-f	of	of	0
square	square	n-jn	square	square	0
and	and	cc	and	and	0
beautifull	beautifull	j	beautiful	beautiful	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
broad	broad	j	broad	broad	0
and	and	cc	and	and	0
deepe	deepe	j-jn	deep	deep	0
ditches	ditches	n2	ditches	ditch	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
Miac6	Miac6	np1	Miac6	Miac6	0
.	.	.	.	.	1
The	The	dt	The	the	0
innermost	innermost	j	innermost	innermost	0
wall	wall	n1	wall	wall	0
being	being	vbg	being	be	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
two	two	crd	two	two	0
was	was	vbds	was	be	0
100	100	crd	100	100	0
fathom	fathom	n1	fathom	fathom	0
square	square	j-jn	square	square	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
whereof	whereof	c-crq	whereof	whereof	0
wer	wer	vbdr	were	be	0
so	so	av	so	so	0
many	many	d	many	many	0
houses	houses	n2	houses	house	0
built	built	vvn	built	build	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
lordes	lordes	n2	lords	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
followers	followers	n2	followers	follower	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
marchants	marchants	ng2	merchants	merchant	0
shoppes	shoppes	n2	shops	shop	0
,	,	,	,	,	0
and	and	cc	and	and	0
victualers	victualers	n2	victualers	victualler	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
distinguished	distinguished	vvn	distinguished	distinguish	0
with	with	p-acp	with	with	0
broad	broad	j	broad	broad	0
and	and	cc	and	and	0
direct	direct	j	direct	direct	0
streetes	streetes	n2	streets	street	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
seemed	seemed	vvd	seemed	seem	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
towne	towne	n1	town	town	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
(	(	(	(	(	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
admirable	admirable	j	admirable	admirable	0
)	)	)	)	)	0
all	all	d	all	all	0
the	the	dt	the	the	0
way	way	n1	way	way	0
from	from	p-acp	from	from	0
Miac6	Miac6	np1	Miac6	Miac6	0
to	to	p-acp	to	to	0
Nangoia	Nangoia	np1	Nangoia	Nangoia	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
dayes	dayes	ng1	days	day	0
journey	journey	n1	journey	journey	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
lords	lords	n2	lords	lord	0
and	and	cc	and	and	0
governours	governours	n2	governors	governor	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
commandement	commandement	n1	commandment	commandment	0
of	of	pp-f	of	of	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
,	,	,	,	,	0
built	built	vvn	built	build	0
each	each	d	each	each	0
one	one	crd	one	one	0
within	within	p-acp	within	within	0
his	his	po31	his	his	0
jurisdiction	jurisdiction	n1	jurisdiction	jurisdiction	0
new	new	j	new	new	0
and	and	cc	and	and	0
stately	stately	j	stately	stately	0
palaces	palaces	n2	palaces	palace	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
20	20	crd	20	20	0
dayes	dayes	n2	days	day	0
together	together	av	together	together	0
he	he	pns31	he	he	0
lodged	lodged	vvd	lodged	lodge	0
every	every	d	every	every	0
night	night	n1	night	night	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
traine	traine	n1	train	train	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
palaces	palaces	n2	palaces	palace	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
these	these	d	these	these	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
done	done	vdn	done	do	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
very	very	j	very	very	0
same	same	d	same	same	0
time	time	n1	time	time	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
expedition	expedition	n1	expedition	expedition	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Coray	Coray	np1	Coray	Coray	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
all	all	d	all	all	0
Japan	Japan	np1	Japan	Japan	0
was	was	vbds	was	be	0
so	so	av	so	so	0
grievously	grievously	av-j	grievously	grievous	0
oppressed	oppressed	vvn	oppressed	oppress	0
(	(	(	(	(	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
while	while	n1	while	while	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
no	no	dx	no	no	0
charges	charges	n2	charges	charge	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
intollerable	intollerable	j	intolerable	intolerable	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
incredible	incredible	j	incredible	incredible	0
how	how	c-crq	how	how	0
ready	ready	j	ready	ready	0
every	every	d	every	every	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
him	him	pno31	him	he	0
service	service	n1	service	service	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
appeareth	appeareth	vvz	appears	appear	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
magnificent	magnificent	j	magnificent	magnificent	0
stately	stately	j	stately	stately	0
buildings	buildings	n2	buildings	building	0
reared	reared	vvn	reared	rear	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
short	short	j	short	short	0
a	a	dt	a	a	0
space	space	n1	space	space	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
Europe	Europe	np1	Europe	Europe	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
required	required	vvn	required	require	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
and	and	cc	and	and	0
huge	huge	j	huge	huge	0
expences	expences	n2	expenses	expense	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
season	season	n1	season	season	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
commonly	commonly	av-j	commonly	common	0
given	given	vvn	given	give	0
out	out	av	out	out	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
enterprize	enterprize	n1	enterprise	enterprise	0
of	of	pp-f	of	of	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
most	most	av-ds	most	most	0
unfortunate	unfortunate	j	unfortunate	unfortunate	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
wrought	wrought	vvn	wrought	wrought	0
by	by	p-acp	by	by	0
constraint	constraint	n1	constraint	constraint	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
manifold	manifold	j	manifold	manifold	0
dissentions	dissentions	n2	dissensions	dissension	0
in	in	p-acp	in	in	0
Japan	Japan	np1	Japan	Japan	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
no	no	dx	no	no	0
man	man	n1	man	man	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
427	427	crd	427	427	0
misliked	misliked	vvn	misliked	mislike	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
warre	warre	n1	war	war	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
lordes	lordes	n2	lords	lord	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
one	one	crd	one	one	0
man	man	n1	man	man	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
would	would	vmd	would	will	0
step	step	vvi	step	step	0
foorth	foorth	av	forth	forth	0
and	and	cc	and	and	0
restore	restore	vvi	restore	restore	0
their	their	po32	their	their	0
libertie	libertie	n1	liberty	liberty	0
;	;	;	;	;	0
howbeit	howbeit	a-acp	howbeit	howbeit	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
found	found	vvn	found	find	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
dare	dare	vvb	dare	dare	0
put	put	vvi	put	put	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
businesse	businesse	n1	business	business	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
(	(	(	(	(	0
though	though	cs	though	though	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
great	great	j	great	great	0
griefe	griefe	n1	grief	grief	0
and	and	cc	and	and	0
lamentation	lamentation	n1	lamentation	lamentation	0
)	)	)	)	)	0
violently	violently	av-j	violently	violent	0
constrained	constrained	vvn	constrained	constrain	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
the	the	dt	the	the	0
enterprize	enterprize	n1	enterprise	enterprise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
being	being	vbg	being	be	0
voyde	voyde	j	void	void	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
anxiety	anxiety	n1	anxiety	anxiety	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
encourage	encourage	vvi	encourage	encourage	0
his	his	po31	his	his	0
followers	followers	n2	followers	follower	0
,	,	,	,	,	0
boasted	boasted	vvd	boasted	boast	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
great	great	j	great	great	0
alterations	alterations	n2	alterations	alteration	0
of	of	pp-f	of	of	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
bestow	bestow	vvi	bestow	bestow	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
of	of	pp-f	of	of	0
Coray	Coray	np1	Coray	Coray	0
and	and	cc	and	and	0
China	China	np1	China	China	0
;	;	;	;	;	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
lord	lord	n1	lord	lord	0
Protasius	Protasius	np1	Protasius	Protasius	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
promised	promised	vvn	promised	promise	0
3	3	crd	3	3	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
lords	lords	n2	lords	lord	0
giving	giving	vvg	giving	give	0
him	him	pno31	him	he	0
great	great	j	great	great	0
thankes	thankes	n2	thanks	thanks	0
,	,	,	,	,	0
had	had	vhd	had	have	0
much	much	av-d	much	much	0
rather	rather	av-c	rather	rather	0
retaine	retaine	vvi	retain	retain	0
a	a	dt	a	a	0
smal	smal	j	small	small	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
estate	estate	n1	estate	estate	0
in	in	p-acp	in	in	0
Japan	Japan	np1	Japan	Japan	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
hunt	hunt	vvi	hunt	hunt	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
those	those	d	those	those	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
promiseth	promiseth	vvz	promises	promise	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
had	had	vhn	had	have	0
by	by	p-acp	by	by	0
proclamation	proclamation	n1	proclamation	proclamation	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
personally	personally	av-j	personally	personal	0
be	be	vbi	be	be	0
present	present	j	present	present	0
at	at	p-acp	at	at	0
Nangoia	Nangoia	np1	Nangoia	Nangoia	0
the	the	dt	the	the	0
3	3	crd	3	3	0
moone	moone	n1	moon	moon	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
yeere	yeere	n1	year	year	0
;	;	;	;	;	0
troups	troups	n2	troops	troop	0
and	and	cc	and	and	0
armies	armies	n2	armies	army	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
resort	resort	vvi	resort	resort	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
the	the	dt	the	the	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
Japan	Japan	np1	Japan	Japan	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
parts	parts	n2	parts	part	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
were	were	vbdr	were	be	0
our	our	po12	our	our	0
afflictions	afflictions	n2	afflictions	affliction	0
renewed	renewed	vvn	renewed	renew	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
so	so	av	so	so	0
long	long	j	long	long	0
as	as	p-acp	as	as	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
remained	remained	vvn	remained	remain	0
at	at	p-acp	at	at	0
Miac6	Miac6	np1	Miac6	Miac6	0
,	,	,	,	,	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
stay	stay	vvi	stay	stay	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Ximo	Ximo	np1	Ximo	Ximo	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
danger	danger	n1	danger	danger	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
this	this	d	this	this	0
way	way	n1	way	way	0
,	,	,	,	,	0
it	it	pn31	it	it	0
seemed	seemed	vvd	seemed	seem	0
impossible	impossible	j	impossible	impossible	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
state	state	n1	state	state	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
whole	whole	j-jn	whole	whole	0
and	and	cc	and	and	0
sound	sound	j	found	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
no	no	dx	no	no	0
small	small	j	small	small	0
perplexi	perplexi	fw-la	perplexi	perplexi	0
tie	tie	zz	tie	tie	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
lordes	lordes	n2	lords	lord	0
advised	advised	vvn	advised	advise	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
sithence	sithence	p-acp	since	sithence	0
Quabacondono	Quabacondono	fw-it	Quabacondono	quabacondono	0
was	was	vbds	was	be	0
come	come	vvn	come	come	0
so	so	av	so	so	0
neere	neere	av-j	near	near	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
companie	companie	n1	company	company	0
that	that	cst	that	that	0
lived	lived	vvd	lived	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Colledge	Colledge	n1	College	college	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Probation	Probation	n1	Probation	probation	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Seminary	Seminary	n1	Seminary	seminary	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
depart	depart	vvi	depart	depart	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
place	place	n1	place	place	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
from	from	p-acp	from	from	0
Miac6	Miac6	np1	Miac6	Miac6	0
writ	writ	vvd	writ	write	0
dayly	dayly	av-j	daily	daily	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
shoulde	shoulde	vmd	should	shall	0
pull	pull	vvi	pull	pull	0
downe	downe	a-acp	down	down	0
our	our	po12	our	our	0
houses	houses	n2	houses	house	0
and	and	cc	and	and	0
Churches	Churches	n2	Churches	church	0
at	at	p-acp	at	at	0
Omura	Omura	np1	Omura	Omura	0
,	,	,	,	,	0
Arima	Arima	fw-la	Arima	arima	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cansaco	Cansaco	np1	Cansaco	Cansaco	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
fathers	fathers	n2	father's	father	0
of	of	pp-f	of	of	0
Europe	Europe	np1	Europe	Europe	0
should	should	vmd	should	shall	0
return	return	vvi	return	return	0
unto	unto	p-acp	unto	unto	0
Nangasaque	Nangasaque	fw-la	Nangasaque	nangasaque	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
secular	secular	j	secular	secular	0
habite	habite	n1	habit	habit	0
of	of	pp-f	of	of	0
Portugals	Portugals	np2	Portugals	Portugal	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Japonian	Japonian	jp	Japonian	japonian	0
Fryers	Fryers	n2	Friars	friar	0
should	should	vmd	should	shall	0
retire	retire	vvi	retire	retire	0
themselves	themselves	px32	themselves	themselves	0
unto	unto	p-acp	unto	unto	0
several	several	j	several	several	0
houses	houses	n2	houses	house	0
of	of	pp-f	of	of	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
al	al	d	all	all	0
remaine	remaine	vvi	remain	remain	0
safe	safe	j	safe	safe	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
danger	danger	n1	danger	danger	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
remedy	remedy	n1	remedy	remedy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
too	too	av	too	too	0
grievous	grievous	j	grievous	grievous	0
and	and	cc	and	and	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
