The	The	dt	The	the	0
well	well	av	well	well	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
ships	ships	n2	ships	ship	0
and	and	cc	and	and	0
mariners	mariners	n2	mariners	mariner	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
1500.	1500.	crd	1500.	1500.	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
common	common	j	common	common	0
souldiers	souldiers	n2	soldiers	soldier	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
saved	saved	vvn	saved	save	0
then	then	cs	then	than	0
the	the	dt	the	the	0
mariners	mariners	n2	mariners	mariner	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
onely	onely	j	only	only	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
wise	wise	n1	wise	wise	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
ship	ship	n1	ship	ship	0
a	a	dt	a	a	0
good	good	j	good	good	0
&	&	cc	&	and	0
wise	wise	j	wise	wise	0
Matrone	Matrone	n1	Matron	matron	0
,	,	,	,	,	0
a	a	dt	a	a	0
Countesse	Countesse	n1	Countess	countess	0
or	or	cc	or	or	0
an	an	dt	and	a	0
Erles	Erles	n2	Earls	earl	0
wife	wife	n1	wife	wife	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
perceiving	perceiving	vvg	perceiving	perceive	0
the	the	dt	the	the	0
tempest	tempest	n1	tempest	tempest	0
to	to	pc-acp	to	to	0
grow	grow	vvi	grow	grow	0
,	,	,	,	,	0
&	&	cc	&	and	0
fearing	fearing	vvg	fearing	fear	0
her	her	po31	her	her	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
the	the	dt	the	the	0
M.	M.	n1	M.	m.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
&	&	cc	&	and	0
asked	asked	vvd	asked	ask	0
him	him	pno31	him	he	0
whether	whether	cs	whither	whether	0
in	in	p-acp	in	in	0
attempting	attempting	vvg	attempting	attempt	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
shoare	shoare	n1	shore	shore	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
themselves	themselves	px32	themselves	themselves	0
:	:	:	:	:	0
he	he	pns31	he	he	0
answered	answered	vvd	answered	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
impossible	impossible	j	impossible	impossible	0
:	:	:	:	:	0
howbeit	howbeit	a-acp	howbeit	howbeit	0
the	the	dt	the	the	0
men	men	n2	men	man	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
37	37	crd	37	37	0
-	-	-	-	-	0
]	]	]	]	]	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
therein	therein	av	therein	therein	0
by	by	p-acp	by	by	0
Gods	Gods	ng1	Gods	god	0
helpe	helpe	n1	help	help	0
he	he	pns31	he	he	0
doubted	doubted	vvd	doubted	doubt	0
not	not	xx	not	not	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sayd	sayd	vvd	said	say	0
the	the	dt	the	the	0
countesse	countesse	n1	cOUNTESS	countess	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
force	force	vvb	force	force	0
no	no	dx	no	no	0
whit	whit	n1	whit	whit	0
,	,	,	,	,	0
save	save	p-acp	save	save	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
double	double	j-jn	double	double	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
immediatly	immediatly	av-j	immediately	immediate	0
hoising	hoising	vvg	hoisting	hoist	0
the	the	dt	the	the	0
sailes	sailes	n2	sails	sail	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
force	force	n1	force	force	0
,	,	,	,	,	0
ran	ran	vvd	ran	run	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
aground	aground	av	aground	aground	0
so	so	av	so	so	0
nere	nere	av-j	never	near	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
vehemency	vehemency	n1	vehemency	vehemency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weather	weather	n1	weather	weather	0
&	&	cc	&	and	0
force	force	n1	force	force	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
he	he	pns31	he	he	0
brast	brast	vvd	braced	brace	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
and	and	cc	and	and	0
saved	saved	vvd	saved	save	0
all	all	d	all	all	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
shewed	shewed	vvn	showed	show	0
,	,	,	,	,	0
and	and	cc	and	and	0
sayd	sayd	vvd	said	say	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
and	and	cc	and	and	0
princes	princes	n2	princes	prince	0
(	(	(	(	(	0
altering	altering	vvg	altering	alter	0
their	their	po32	their	their	0
purpose	purpose	n1	purpose	purpose	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
shipwracke	shipwracke	n1	shipwreck	shipwreck	0
)	)	)	)	)	0
returned	returned	vvd	returned	return	0
home	home	av-an	home	home	0
againe	againe	av	again	again	0
every	every	d	every	every	0
one	one	pi	one	one	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
lands	lands	n2	lands	land	0
:	:	:	:	:	0
onely	onely	av-j	only	only	0
Edward	Edward	np1	Edward	Edward	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
remained	remained	vvd	remained	remain	0
behinde	behinde	a-acp	behind	behind	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
men	men	n2	men	man	0
and	and	cc	and	and	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
had	had	vhd	had	have	0
saved	saved	vvn	saved	save	0
and	and	cc	and	and	0
preserved	preserved	vvn	preserved	preserve	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
prince	prince	n1	prince	prince	0
Edward	Edward	np1	Edward	Edward	0
renovating	renovating	j-vvg	renovating	renovate	0
his	his	po31	his	his	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
tooke	tooke	vvd	took	take	0
shipping	shipping	vvg	shipping	ship	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
within	within	p-acp	within	within	0
fifteene	fifteene	crd	fifteene	fifteen	0
daies	daies	n2	days	day	0
after	after	p-acp	after	after	0
Easter	Easter	n1	Easter	easter	0
361	361	crd	361	361	0
The	The	dt	The	the	0
arrival	arrival	n1	arrival	arrival	0
of	of	pp-f	of	of	0
arrived	arrived	vvn	arrived	arrive	0
he	he	pns31	he	he	0
at	at	p-acp	at	at	0
Aera	Aera	np1	Aera	Aera	0
,	,	,	,	,	0
and	and	cc	and	and	0
went	went	vvd	went	go	0
aland	aland	av	aland	aland	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
Ed	Ed	wd	Ed	ed	0
-	-	-	-	-	0
thousand	thousand	crd	thousand	thousand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
souldiers	souldiers	n2	soldiers	soldier	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
expert	expert	j	expert	expert	0
,	,	,	,	,	0
and	and	cc	and	and	0
war	war	n1	war	war	0
at	at	p-acp	at	at	0
ci	ci	fw-fr	ci	ci	0
a.	a.	n1	a.	a.	0
tarjej	tarjej	uh	tarjej	tarjej	0
there	there	a-acp	there	there	0
a	a	dt	a	a	0
whole	whole	j-jn	whole	whole	0
moneth	moneth	n1	month	month	0
,	,	,	,	,	0
refreshing	refreshing	vvg	refreshing	refresh	0
both	both	d	both	both	0
his	his	po31	his	his	0
men	men	n2	men	man	0
and	and	cc	and	and	0
horses	horses	n2	horses	horse	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
space	space	n1	space	space	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
learne	learne	vvi	learn	learn	0
and	and	cc	and	and	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
secrets	secrets	n2-jn	secrets	secret	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
land	land	n1	land	land	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
he	he	pns31	he	he	0
tooke	tooke	vvd	took	take	0
with	with	p-acp	with	with	0
Nazareth	Nazareth	np1	Nazareth	Nazareth	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
.	.	.	.	.	1
A	A	dt	A	a	0
victorie	victorie	n1	victory	victory	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Saracens	Saracens	np2	Saracens	Saracen	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
iooo	iooo	av	iooo	iooo	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
slaine	slaine	vvn	slain	slay	0
.	.	.	.	.	1
The	The	dt	The	the	0
princes	princes	n2	princes	prince	0
of	of	pp-f	of	of	0
Cyprus	Cyprus	np1	Cyprus	Cyprus	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
.	.	.	.	.	0
him	him	pno31	him	he	0
sixe	sixe	crd	sixe	six	0
or	or	cc	or	or	0
seven	seven	crd	seven	seven	0
thousand	thousand	crd	thousand	thousand	0
souldiers	souldiers	n2	soldiers	soldier	0
,	,	,	,	,	0
and	and	cc	and	and	0
marched	marched	vvd	marched	march	0
forward	forward	av-j	forward	forward	0
twenty	twenty	crd	twenty	twenty	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
Aera	Aera	np1	Aera	Aera	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
Nazareth	Nazareth	np1	Nazareth	Nazareth	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
found	found	vvd	found	find	0
there	there	a-acp	there	there	0
he	he	pns31	he	he	0
slew	slew	vvd	slew	slay	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterward	afterward	av	afterwards	afterward	0
returned	returned	vvd	returned	return	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
Aera	Aera	np1	Aera	Aera	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
following	following	vvg	following	follow	0
after	after	p-acp	after	after	0
them	them	pno32	them	they	0
,	,	,	,	,	0
thinking	thinking	vvg	thinking	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
set	set	vvn	set	set	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
some	some	d	some	some	0
streit	streit	av-j	strait	strait	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
advantage	advantage	n1	advantage	advantage	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
espied	espied	vvn	espied	espy	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
returning	returning	vvg	returning	return	0
againe	againe	av	again	again	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
gave	gave	vvd	gave	give	0
a	a	dt	a	a	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
and	and	cc	and	and	0
slew	slew	vvd	slew	slay	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
they	they	pns32	they	they	0
put	put	vvd	put	put	0
to	to	p-acp	to	to	0
flight	flight	n1	flight	flight	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
Midsummer	Midsummer	n1	Midsummer	midsummer	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
had	had	vhd	had	have	0
understanding	understanding	n1	understanding	understanding	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Saracens	Saracens	np2	Saracens	Saracen	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
gather	gather	vvi	gather	gather	0
at	at	p-acp	at	at	0
Cakow	Cakow	n1	Cakow	cakow	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
forty	forty	crd	forty	forty	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
Aera	Aera	np1	Aera	Aera	0
,	,	,	,	,	0
he	he	pns31	he	he	0
marching	marching	vvg	marching	march	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
set	set	vvn	set	set	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
very	very	av	very	very	0
earely	earely	av-j	early	early	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
,	,	,	,	,	0
and	and	cc	and	and	0
slew	slew	vvd	slew	slay	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
,	,	,	,	,	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
he	he	pns31	he	he	0
put	put	vvd	put	put	0
to	to	p-acp	to	to	0
flight	flight	n1	flight	flight	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
rich	rich	j	rich	rich	0
spoiles	spoiles	n2	spoils	spoil	0
,	,	,	,	,	0
marching	marching	vvg	marching	march	0
forward	forward	av-j	forward	forward	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
castle	castle	n1	castle	castle	0
named	named	vvn	nam	name	0
Castrum	Castrum	np1	Castrum	Castrum	0
peregrinorum	peregrinorum	fw-la	peregrinorum	peregrinorum	0
,	,	,	,	,	0
situate	situate	vvb	situate	situate	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
coast	coast	n1	coast	coast	0
,	,	,	,	,	0
and	and	cc	and	and	0
taried	taried	vvd	tarried	tarry	0
there	there	a-acp	there	there	0
that	that	d	that	that	0
night	night	n1	night	night	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
they	they	pns32	they	they	0
returned	returned	vvd	returned	return	0
againe	againe	av	again	again	0
toward	toward	p-acp	towards	towards	0
Aera	Aera	np1	Aera	Aera	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
season	season	n1	season	season	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
sent	sent	vvd	sent	send	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
Cyprus	Cyprus	np1	Cyprus	Cyprus	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
with	with	p-acp	with	with	0
speed	speed	n1	speed	speed	0
to	to	pc-acp	to	to	0
ayd	ayd	vvi	aid	aid	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
come	come	vvi	come	come	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
keepe	keepe	vvi	keep	keep	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
go	go	vvb	go	go	0
no	no	av-dx	no	no	0
further	further	av-jc	further	further	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
prince	prince	n1	prince	prince	0
Edward	Edward	np1	Edward	Edward	0
sent	sent	vvd	sent	send	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
request	request	n1	request	request	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
and	and	cc	and	and	0
joyne	joyne	vvi	join	join	0
in	in	p-acp	in	in	0
ayd	ayd	n1	aid	aid	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
immediady	immediady	n1	immediady	immediady	0
thereupon	thereupon	av	thereupon	thereupon	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
preparation	preparation	n1	preparation	preparation	0
&	&	cc	&	and	0
furniture	furniture	n1	furniture	furniture	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
commandement	commandement	n1	commandment	commandment	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
his	his	po31	his	his	0
predecessors	predecessors	n2	predecessors	predecessor	0
were	were	vbdr	were	be	0
sometimes	sometimes	av	sometime	sometime	0
the	the	dt	the	the	0
governors	governors	n2	governors	governor	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
their	their	po32	their	their	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
alwayes	alwayes	av	always	always	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
their	their	po32	their	their	0
fidelity	fidelity	n1	fidelity	fidelity	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
being	being	vbg	being	be	0
herewith	herewith	av	herewith	herewith	0
animated	animated	vvn	animated	animate	0
,	,	,	,	,	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
third	third	ord	third	three	0
voyage	voyage	n1	voyage	voyage	0
or	or	cc	or	or	0
road	road	n1	road	road	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
as	as	a-acp	as	as	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
fort	fort	n1	fort	fort	0
called	called	vvn	called	call	0
Vincula	Vincula	fw-la	Vincula	vincula	0
sancti	sancti	fw-la	sancti	sancti	0
Petri	Petri	np1	Petri	Petri	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
S.	S.	n1	S.	saint	0
Georgius	Georgius	np1	Georgius	Georgius	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
slain	slain	vvn	slave	slay	0
certaine	certaine	j	certain	certain	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
not	not	xx	not	not	0
finding	finding	vvg	finding	find	0
any	any	d	any	any	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
362	362	crd	362	362	0
resistance	resistance	n1	resistance	resistance	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
retired	retired	vvd	retired	retire	0
againe	againe	av	again	again	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
thus	thus	av	thus	thus	0
the	the	dt	the	the	0
fame	fame	n1	fame	fame	0
of	of	pp-f	of	of	0
prince	prince	n1	prince	prince	0
Edward	Edward	np1	Edward	Edward	0
grew	grew	vvd	grew	grow	0
amongst	amongst	p-acp	among	among	0
his	his	po31	his	his	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
doubt	doubt	n1	doubt	doubt	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
they	they	pns32	they	they	0
devised	devised	vvd	devised	devise	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
how	how	q-crq	how	how	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
pollicy	pollicy	n1	policy	policy	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
circumvent	circumvent	vvi	circumvent	circumvent	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
betray	betray	vvi	betray	betray	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
and	and	cc	and	and	0
admirall	admirall	n1	admiral	admiral	0
of	of	pp-f	of	of	0
Joppa	Joppa	np1	Joppa	Joppa	0
sent	sent	vvd	sent	send	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
faining	faining	vvg	feigning	feign	0
himselfe	himselfe	px31	himself	himself	0
under	under	p-acp	under	under	0
great	great	j	great	great	0
deceit	deceit	n1	deceit	deceit	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
draw	draw	vvi	draw	draw	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
great	great	j	great	great	0
number	number	n1	number	number	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
honorably	honorably	av-j	honorably	honorable	0
entertained	entertained	vvn	entertained	entertain	0
and	and	cc	and	and	0
used	used	vvn	used	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
.	.	.	.	.	1
This	This	d	This	this	0
talke	talke	n1	talk	talk	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
perswaded	perswaded	vvd	persuaded	persuade	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
finish	finish	vvi	finish	finish	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
so	so	av	so	so	0
well	well	av	well	well	0
begun	begun	vvn	begun	begin	0
by	by	p-acp	by	by	0
writing	writing	vvg	writing	write	0
againe	againe	av	again	again	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
messenger	messenger	n1	messenger	messenger	0
sent	sent	vvn	sent	send	0
and	and	cc	and	and	0
wrote	wrote	vvd	wrote	write	0
backe	backe	av	back	back	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
divers	divers	j	diverse	diverse	0
times	times	n2	times	time	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
same	same	d	same	same	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
no	no	dx	no	no	0
mistrust	mistrust	n1	mistrust	mistrust	0
should	should	vmd	should	shall	0
spring	spring	vvi	spring	spring	0
.	.	.	.	.	1
This	This	d	This	this	0
messenger	messenger	n1	messenger	messenger	0
(	(	(	(	(	0
sayth	sayth	vvz	say	say	0
mine	mine	po11	mine	my	0
author	author	n1	author	author	0
)	)	)	)	)	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
ex	ex	fw-la	ex	ex	0
caute	caute	fw-la	caute	caute	0
nutritis	nutritis	n2	nutritis	nutriti	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stony	stony	j	stony	stony	0
hearted	hearted	j-vvn	hearted	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
feared	feared	vvd	feared	fear	0
God	God	np1	God	God	0
nor	nor	ccx	nor	nor	0
dreaded	dreaded	j-vvn	dreaded	dread	0
death	death	n1	death	death	0
.	.	.	.	.	1
