understand	understand	vvb	understand	understand	0
Sonings	Sonings	n2-vvg	Sonings	soning	0
,	,	,	,	,	0
il	il	fw-fr	il	il	0
quale	quale	n1	quale	quale	0
per	per	fw-la	per	per	0
non	non	fw-la	non	non	0
esser	esser	fw-it	esser	esser	0
ben	ben	fw-mi	ben	ben	0
portato	portato	fw-la	portato	portato	0
secondo	secondo	fw-la	secondo	secondo	0
che	che	fw-it	che	che	0
doveva	doveva	fw-la	doveva	doveva	0
,	,	,	,	,	0
volendo	volendo	fw-la	volendo	volendo	0
importar	importar	n1	importar	importar	0
seco	seco	fw-it	seco	seco	0
un	un	fw-it	un	un	0
altro	altro	fw-la	altro	altro	0
Francese	Francese	np1	Francese	Francese	0
debitore	debitore	vvb	debitore	debitore	0
a	a	dt	a	a	0
certi	certi	fw-la	certi	certi	0
vostri	vostri	fw-la	vostri	vostri	0
sensa	sensa	fw-la	sensa	sensa	0
pagarcene	pagarcene	n1	pagarcene	pagarcene	0
,	,	,	,	,	0
per	per	fw-la	per	per	0
giusticia	giusticia	n1	giusticia	giusticia	0
era	era	fw-la	era	era	0
appiccato	appiccato	n1	appiccato	appiccato	0
col	col	fw-fr	col	col	0
patron	patron	n1	patron	patron	0
Inglese	Inglese	np1	Inglese	Inglese	0
Andre	Andre	np1	Andre	Andre	0
Dier	Dier	np1	Dier	Dier	0
,	,	,	,	,	0
che	che	pns11	i	i	0
come	come	vvb	come	come	0
simplice	simplice	n1	simplice	simplice	0
credendo	credendo	fw-la	credendo	credendo	0
al	al	d	all	all	0
detto	detto	n1	detto	detto	0
Francese	Francese	np1	Francese	Francese	0
,	,	,	,	,	0
senza	senza	n1	senza	senza	0
aveder-cene	aveder-cene	j	aveder-cene	aveder-cene	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
sua	sua	fw-la	sua	sva	0
ria	ria	fw-la	ria	ria	0
malitia	malitia	fw-la	malitia	malitia	0
,	,	,	,	,	0
non	non	fw-fr	non	non	0
retornava	retornava	fw-fr	retornava	retornava	0
,	,	,	,	,	0
quando	quando	fw-la	quando	quando	0
da	da	fw-la	da	da	0
vostra	vostra	fw-la	vostra	vostra	0
magnifica	magnifica	fw-la	magnifica	magnifica	0
Signoria	Signoria	np1	Signoria	Signoria	0
gli	gli	fw-la	gli	gli	0
era	era	fw-la	era	era	0
mandato	mandato	fw-la	mandato	mandato	0
.	.	.	.	.	1
La	La	fw-fr	La	la	0
morte	morte	fw-la	morte	morte	0
del	del	vvi	deal	deal	0
detto	detto	n1	detto	detto	0
tristo	tristo	fw-la	tristo	tristo	0
Francese	Francese	np1	Francese	Francese	0
approviamo	approviamo	fw-la	approviamo	approviamo	0
como	como	fw-it	como	como	0
cosa	cosa	fw-la	cosa	cosa	0
benfatta	benfatta	fw-it	benfatta	benfatta	0
.	.	.	.	.	1
Ma	Ma	fw-fr	Ma	ma	0
al	al	d	all	all	0
contrario	contrario	fw-la	contrario	contrario	0
,	,	,	,	,	0
dove	dove	n1	dove	dove	0
lei	lei	fw-it	lei	lei	0
ha	ha	uh	would	ha	0
confiscato	confiscato	fw-it	confiscato	confiscato	0
la	la	fw-fr	la	la	0
detta	detta	fw-mi	detta	detta	0
nave	nave	n1	nave	nave	0
e	e	uh	e	e	0
mercantia	mercantia	fw-la	mercantia	mercantia	0
en	en	fw-fr	en	en	0
essa	essa	fw-la	essa	essa	0
,	,	,	,	,	0
&	&	cc	&	and	0
fatto	fatto	n1	fatto	fatto	0
sciavi	sciavi	fw-la	sciavi	sciavi	0
li	li	fw-it	li	li	0
marinari	marinari	fw-la	marinari	marinari	0
,	,	,	,	,	0
como	como	fw-it	como	como	0
cosa	cosa	fw-la	cosa	cosa	0
molto	molto	fw-mi	molto	molto	0
contraria	contraria	fw-la	contraria	contraria	0
a	a	fw-es	a	a	0
li	li	fw-it	li	li	0
privilegii	privilegii	fw-la	privilegii	privilegii	0
dal	dal	n1	dal	dal	0
Gran	Gran	zf	Gran	grand	0
Signor	Signor	np1	Signor	Signor	0
quattro	quattro	fw-la	quattro	quattro	0
anni	anni	fw-la	anni	anni	0
passati	passati	fw-la	passati	passati	0
concessi	concessi	n1	concessi	concessi	0
,	,	,	,	,	0
8c	8c	fw-la	8c	8c	0
da	da	zz	da	da	0
noi	noi	zz	noi	noi	0
confirmati	confirmati	fw-la	confirmati	confirmati	0
di	di	zz	di	di	0
parte	parte	n1	part	part	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Serenissima	Serenissima	fw-la	Serenissima	serenissimus	0
Magesta	Magesta	np1	Magesta	Magesta	0
d’Ingilterra	d’Ingilterra	fw-la	d’Ingilterra	d’ingilterra	0
nostra	nostra	fw-la	nostra	nostra	0
patrona	patrona	fw-la	patrona	patrona	0
,	,	,	,	,	0
e	e	fw-la	e	e	0
molto	molto	fw-mi	molto	molto	0
contraria	contraria	fw-la	contraria	contraria	0
a	a	fw-es	a	a	0
la	la	fw-fr	la	la	0
liga	liga	fw-mi	liga	liga	0
del	del	fw-it	del	del	0
detto	detto	n1	detto	detto	0
Gran	Gran	zf	Gran	grand	0
Signor	Signor	n1	Signor	signior	0
,	,	,	,	,	0
il	il	fw-fr	il	il	0
quale	quale	n1	quale	quale	0
essendo	essendo	fw-la	essendo	essendo	0
dal	dal	n1	dal	dal	0
sopra	sopra	fw-la	sopra	sopra	0
detto	detto	n1	detto	detto	0
apieno	apieno	fw-la	apieno	apieno	0
informato	informato	fw-la	informato	informato	0
,	,	,	,	,	0
noi	noi	zz	noi	noi	0
ha	ha	uh	would	ha	0
conceduto	conceduto	n1	conceduto	conceduto	0
il	il	fw-fr	il	il	0
suo	suo	fw-la	suo	suo	0
regale	regale	n1	regale	regale	0
mandamento	mandamento	fw-la	mandamento	mandamento	0
di	di	fw-it	di	di	0
restitutione	restitutione	n1	restitution	restitution	0
,	,	,	,	,	0
la	la	uh	la	la	0
qual	qual	vvb	qual	qual	0
mandiamo	mandiamo	fw-la	mandiamo	mandiamo	0
a	a	dt	a	a	0
vostra	vostra	fw-la	vostra	vostra	0
magnifica	magnifica	fw-la	magnifica	magnifica	0
Signoria	Signoria	np1	Signoria	Signoria	0
col	col	fw-fr	col	col	0
presente	presente	n1	present	present	0
portator	portator	n1	portator	portator	0
Edoardo	Edoardo	np1	Edoardo	Edoardo	0
Barton	Barton	np1	Barton	Barton	0
,	,	,	,	,	0
nostro	nostro	fw-la	nostro	nostro	0
Secretario	Secretario	np1	Secretario	Secretario	0
,	,	,	,	,	0
&	&	cc	&	and	0
Mahumed	Mahumed	vvn	Mahumed	mahume	0
Beg	Beg	vvb	Beg	beg	0
,	,	,	,	,	0
droguemano	droguemano	fw-mi	droguemano	droguemano	0
di	di	fw-it	di	di	0
sua	sua	fw-la	sua	sva	0
porta	porta	fw-la	porta	porta	0
excelsa	excelsa	fw-la	excelsa	excelsa	0
,	,	,	,	,	0
con	con	fw-mi	con	con	0
altre	altre	n1	altre	altre	0
lettere	lettere	n1	lettere	lettere	0
del	del	fw-it	del	del	0
excellentissimo	excellentissimo	fw-la	excellentissimo	excellentissimo	0
Vizir	Vizir	fw-la	Vizir	vizir	0
,	,	,	,	,	0
&	&	cc	&	and	0
invictissimo	invictissimo	fw-la	invictissimo	invictissimo	0
capitan	capitan	j-jn	capitan	capitan	0
di	di	zz	di	di	0
mar	mar	vvi	mar	mar	0
:	:	:	:	:	0
chiedendo	chiedendo	fw-la	chiedendo	chiedendo	0
,	,	,	,	,	0
tanto	tanto	fw-la	tanto	tanto	0
di	di	fw-it	di	di	0
parte	parte	fw-la	parte	parte	0
del	del	fw-it	del	del	0
Gran	Gran	zf	Gran	grand	0
Signor	Signor	n1	Signor	signior	0
,	,	,	,	,	0
quanto	quanto	fw-es	quanto	quanto	0
di	di	fw-it	di	di	0
sua	sua	fw-la	sua	sva	0
Serenissima	Serenissima	fw-la	Serenissima	serenissimus	0
Magesta	Magesta	np1	Magesta	Magesta	0
di	di	zz	di	di	0
V.	V.	np1	V.	V.	0
S.	S.	n1	S.	saint	0
M.	M.	n1	M.	m.	0
che	che	fw-it	che	che	0
gli	gli	fw-it	gli	gli	0
huomini	huomini	fw-la	huomini	huomini	0
,	,	,	,	,	0
oglii	oglii	fw-la	oglii	oglii	0
,	,	,	,	,	0
nave	nave	n1	nave	nave	0
col	col	fw-fr	col	col	0
fornimento	fornimento	fw-la	fornimento	fornimento	0
,	,	,	,	,	0
316	316	crd	316	316	1
