Man	Man	n1	Man	man	0
saide	saide	vvd	said	say	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
presently	presently	av-j	presently	present	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
boate	boate	n1	boat	boat	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
assoone	assoone	av	assoon	assoon	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
gone	gone	vvn	gone	go	0
,	,	,	,	,	0
he	he	pns31	he	he	0
willed	willed	vvd	willed	will	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
warpe	warpe	vvi	warp	warp	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
saide	saide	vvd	said	say	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
knaves	knaves	n2	knaves	knave	0
hanged	hanged	vvn	hanged	hang	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
goe	goe	vvi	go	go	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
king	king	n1	king	king	0
sawe	sawe	vvd	saw	see	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
still	still	av	still	still	0
continued	continued	vvd	continued	continue	0
warping	warping	vvg	warping	warp	0
away	away	av	away	away	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
he	he	pns31	he	he	0
straight	straight	av-j	straight	straight	0
commaunded	commaunded	vvd	commanded	command	0
the	the	dt	the	the	0
gunner	gunner	n1	gunner	gunner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bulwarke	bulwarke	n1	bulwark	bulwark	0
next	next	ord	next	next	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shoote	shoote	vvi	shoot	shoot	0
three	three	crd	three	three	0
shootes	shootes	n2	shoots	shoot	0
without	without	p-acp	without	without	0
ball	ball	n1	ball	ball	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Sonnings	Sonnings	n2	Sonnings	sonning	0
,	,	,	,	,	0
and	and	cc	and	and	0
asked	asked	vvd	asked	ask	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
was	was	vbds	was	be	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
shot	shot	vvn	shot	shoot	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
296	296	crd	296	296	0
that	that	d	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Janizaries	Janizaries	n2	Janizaries	janissary	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
oyle	oyle	n1	oil	oil	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
willed	willed	vvd	willed	will	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
haste	haste	n1	haste	haste	0
away	away	av	away	away	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
discharged	discharged	vvn	discharged	discharge	0
three	three	crd	three	three	0
shots	shots	n2	shots	shot	0
without	without	p-acp	without	without	0
ball	ball	n1	ball	ball	0
,	,	,	,	,	0
he	he	pns31	he	he	0
commaunded	commaunded	vvd	commanded	command	0
all	all	d	all	all	0
the	the	dt	the	the	0
gunners	gunners	n2	gunners	gunner	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
their	their	po32	their	their	0
indevour	indevour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
sinke	sinke	vvi	sink	sink	0
us	us	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Turkish	Turkish	jp	Turkish	turkish	0
gunners	gunners	n2	gunners	gunner	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
once	once	a-acp	once	once	0
strike	strike	vvi	strike	strike	0
us	us	pno12	us	we	0
,	,	,	,	,	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
the	the	dt	the	the	0
king	king	n1	king	king	0
sent	sent	vvd	sent	send	0
presently	presently	av-j	presently	present	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Banio	Banio	np1	Banio	Banio	0
:	:	:	:	:	0
(	(	(	(	(	0
this	this	d	this	this	0
Banio	Banio	np1	Banio	Banio	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
prison	prison	n1	prison	prison	0
wheras	wheras	cs	whereas	whereas	0
all	all	d	all	all	0
the	the	dt	the	the	0
captives	captives	n2-jn	captives	captive	0
lay	lay	vvb	lay	lay	0
at	at	p-acp	at	at	0
night	night	n1	night	night	0
)	)	)	)	)	0
and	and	cc	and	and	0
promised	promised	vvd	promised	promise	0
if	if	cs	if	if	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
any	any	d	any	any	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
either	either	d	either	either	0
sinke	sinke	vvi	sink	sink	0
us	us	pno12	us	we	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
cause	cause	vvb	cause	cause	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
againe	againe	av	again	again	0
,	,	,	,	,	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
hundred	hundred	crd	hundred	hundred	0
crownes	crownes	n2	crowns	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
libertie	libertie	n1	liberty	liberty	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
foorth	foorth	av	forth	forth	0
a	a	dt	a	a	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
called	called	vvd	called	call	0
Sebastian	Sebastian	np1	Sebastian	Sebastian	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
an	an	dt	and	a	0
old	old	j	old	old	0
servitour	servitour	n1	servitor	servitor	0
in	in	p-acp	in	in	0
Flanders	Flanders	np1	Flanders	Flanders	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
undertake	undertake	vvi	undertake	undertake	0
either	either	av-d	either	either	0
to	to	pc-acp	to	to	0
sinke	sinke	vvi	sink	sink	0
us	us	pno12	us	we	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
therto	therto	av	thereto	thereto	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
gage	gage	vvi	gage	gage	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
shotte	shotte	n1	shot	shot	0
he	he	pns31	he	he	0
split	split	vvd	split	split	0
our	our	po12	our	our	0
rudders	rudders	n2	rudders	rudder	0
head	head	n1	head	head	0
in	in	p-acp	in	in	0
pieces	pieces	n2	pieces	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
second	second	ord	second	second	0
shotte	shotte	vvd	shot	shoot	0
he	he	pns31	he	he	0
strake	strake	vvd	strake	strike	0
us	us	pno12	us	we	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
third	third	ord	third	three	0
shotte	shotte	n1	shot	shot	0
he	he	pns31	he	he	0
shotte	shotte	vvd	shot	shoot	0
us	us	pno12	us	we	0
through	through	p-acp	through	through	0
our	our	po12	our	our	0
foremast	foremast	n1	foremast	foremast	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Colvering	Colvering	n-vvg	Colvering	colver	0
shot	shot	n1	shot	shot	0
,	,	,	,	,	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
he	he	pns31	he	he	0
having	having	vhg	having	have	0
rent	rent	vvn	rend	rend	0
both	both	d	both	both	0
our	our	po12	our	our	0
rudder	rudder	n1	rudder	rudder	0
and	and	cc	and	and	0
maste	maste	n1	mast	mast	0
,	,	,	,	,	0
and	and	cc	and	and	0
shot	shot	vvd	shot	shoot	0
us	us	pno12	us	we	0
under	under	p-acp	under	under	0
water	water	n1	water	water	0
,	,	,	,	,	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
inforced	inforced	vvn	enforced	enforce	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
in	in	p-acp	in	in	0
againe	againe	av	again	again	0
.	.	.	.	.	1
This	This	np1	This	This	0
Sebastian	Sebastian	np1	Sebastian	Sebastian	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
his	his	po31	his	his	0
diligence	diligence	n1	diligence	diligence	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
had	had	vhd	had	have	0
neither	neither	d	neither	neither	0
his	his	po31	his	his	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
crownes	crownes	n2	crowns	crown	0
,	,	,	,	,	0
so	so	av	so	so	0
promised	promised	vvn	promised	promise	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
king	king	n1	king	king	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
service	service	n1	service	service	0
done	done	vdn	done	do	0
was	was	vbds	was	be	0
committed	committed	vvn	committed	commit	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
the	the	dt	the	the	0
regard	regard	n1	regard	regard	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Turke	Turke	np1	Turke	Turk	0
or	or	cc	or	or	0
infideli	infideli	j	infideli	infideli	0
hath	hath	vhz	hath	have	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
.	.	.	.	.	0
it	it	pn31	it	it	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
king	king	n1	king	king	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
seeing	seeing	vvg	seeing	see	0
no	no	dx	no	no	0
remedie	remedie	n1	remedy	remedy	0
,	,	,	,	,	0
they	they	pns32	they	they	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
five	five	crd	five	five	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
companie	companie	n1	company	company	0
went	went	vvd	went	go	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
they	they	pns32	they	they	0
ceased	ceased	vvd	ceased	cease	0
shooting	shooting	vvg	shooting	shoot	0
:	:	:	:	:	0
they	they	pns32	they	they	0
shot	shot	vvd	shot	shoot	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
nine	nine	crd	nine	nine	0
and	and	cc	and	and	0
thirtie	thirtie	crd	thirtie	thirty	0
shootes	shootes	n2	shoots	shoot	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
hurt	hurt	n1	hurt	hurt	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
man	man	n1	man	man	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
marchants	marchants	n2	merchants	merchant	0
came	came	vvd	came	come	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
the	the	dt	the	the	0
King	King	n1	King	king	0
commaunded	commaunded	vvd	commanded	command	0
presently	presently	av-j	presently	present	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
companie	companie	n1	company	company	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
cheined	cheined	vvn	cheined	chein	0
foure	foure	crd	foure	four	0
&	&	cc	&	and	0
foure	foure	crd	foure	four	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
hundred	hundred	crd	hundred	hundred	0
waight	waight	n1	weight	weight	0
of	of	pp-f	of	of	0
yron	yron	n1	iron	iron	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
in	in	p-acp	in	in	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
presently	presently	av-j	presently	present	0
above	above	p-acp	above	above	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
Turks	Turks	n2	Turks	turk	0
aboord	aboord	a-acp	aboard	aboard	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
searched	searched	vvd	searched	search	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
stript	stript	vvn	stripped	strip	0
our	our	po12	our	our	0
very	very	j	very	very	0
clothes	clothes	n2	clothes	clothes	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
backes	backes	n2	backs	back	0
,	,	,	,	,	0
and	and	cc	and	and	0
brake	brake	vvd	brake	break	0
open	open	j	open	open	0
our	our	po12	our	our	0
chests	chests	n2	chests	chest	0
,	,	,	,	,	0
297	297	crd	297	297	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
spoyle	spoyle	n1	spoil	spoil	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
caitifes	caitifes	n2	caitiffs	caitiff	0
likewise	likewise	av	likewise	likewise	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
a	a	dt	a	a	0
boord	boord	n1	board	board	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
made	made	vvd	made	make	0
spoyle	spoyle	n1	spoil	spoil	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
used	used	vvd	used	use	0
us	us	pno12	us	we	0
as	as	c-acp	as	as	0
ill	ill	av-jn	ill	ill	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Turkes	Turkes	np2	Turkes	Turk	0
did	did	vdd	did	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
our	our	po12	our	our	0
masters	masters	ng1	master's	master	0
mate	mate	n1	mate	mate	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
Geneva	Geneva	np1	Geneva	Geneva	0
Bible	Bible	n1	Bible	bible	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
chiefe	chiefe	j-jn	chief	chief	0
gunner	gunner	n1	gunner	gunner	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
it	it	pn31	it	it	0
out	out	av	out	out	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shewed	shewed	vvd	showed	show	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
language	language	n1	language	language	0
,	,	,	,	,	0
went	went	vvd	went	go	0
presently	presently	av-j	presently	present	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
treasurer	treasurer	n1	treasurer	treasurer	0
,	,	,	,	,	0
and	and	cc	and	and	0
tolde	tolde	vvd	told	tell	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
sith	sith	c-acp	sith	sith	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
fall	fall	vvi	fallen	fall	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
grant	grant	vvi	grant	grant	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
our	our	po12	our	our	0
consciences	consciences	n2	consciences	conscience	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
discretion	discretion	n1	discretion	discretion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
suffered	suffered	vvd	suffered	suffer	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
graunted	graunted	vvd	granted	grant	0
us	us	pno12	us	we	0
:	:	:	:	:	0
then	then	av	then	then	0
I	I	pns11	I	i	0
told	told	vvd	told	tell	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
the	the	dt	the	the	0
maister	maister	n1	master	master	0
gunner	gunner	n1	gunner	gunner	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
a	a	dt	a	a	0
Bible	Bible	n1	Bible	bible	0
from	from	p-acp	from	from	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
men	men	n2	men	man	0
:	:	:	:	:	0
the	the	dt	the	the	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
went	went	vvd	went	go	0
presently	presently	av-j	presently	present	0
and	and	cc	and	and	0
commaunded	commaunded	vvd	commanded	command	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
againe	againe	av	again	again	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
:	:	:	:	:	0
&	&	cc	&	and	0
within	within	p-acp	within	within	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
tooke	tooke	vvd	took	take	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
man	man	n1	man	man	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
shewed	shewed	vvd	showed	show	0
the	the	dt	the	the	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
presently	presently	av-j	presently	present	0
he	he	pns31	he	he	0
commaunded	commaunded	vvd	commanded	command	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
it	it	pn31	it	it	0
againe	againe	av	again	again	0
:	:	:	:	:	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
villaine	villaine	n1	villain	villain	0
,	,	,	,	,	0
wilt	wilt	vm2	wilt	will	0
thou	thou	pns21	thou	thou	0
turne	turne	vvi	turn	turn	0
to	to	p-acp	to	to	0
Christianitie	Christianitie	np1	Christianitie	Christianity	0
againe	againe	av	again	again	0
?	?	?	?	?	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Renegado	Renegado	n1	Renegado	renegado	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
that	that	cst	that	that	0
first	first	ord	first	first	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
becommeth	becommeth	vvz	becomes	become	0
a	a	dt	a	a	0
Turke	Turke	np1	Turke	Turk	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
he	he	pns31	he	he	0
delivered	delivered	vvd	delivered	deliver	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
the	the	dt	the	the	0
second	second	ord	second	second	0
time	time	n1	time	time	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
having	having	vhg	having	have	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
the	the	dt	the	the	0
gunner	gunner	n1	gunner	gunner	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
spake	spake	vvd	spoke	speak	0
these	these	d	these	these	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
dogge	dogge	n1	dog	dog	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
in	in	p-acp	in	in	0
despight	despight	n1	despite	despite	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
:	:	:	:	:	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
tell	tell	vvb	tell	tell	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
treasurer	treasurer	n1	treasurer	treasurer	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
any	any	av-d	any	any	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Mahomet	Mahomet	np1	Mahomet	Mahomet	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
revenged	revenged	vvn	revenged	revenge	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
.	.	.	.	.	1
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
I	I	pns11	I	i	0
went	went	vvd	went	go	0
the	the	dt	the	the	0
third	third	ord	third	three	0
time	time	n1	time	time	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
,	,	,	,	,	0
and	and	cc	and	and	0
tolde	tolde	vvd	told	tell	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
thus	thus	av	thus	thus	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
gunner	gunner	n1	gunner	gunner	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Turke	Turke	np1	Turke	Turk	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
againe	againe	av	again	again	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
have	have	vhi	have	have	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
bastonadoes	bastonadoes	n2	bastinades	bastinade	0
.	.	.	.	.	1
And	And	cc	And	and	0
foorthwith	foorthwith	av	forthwith	forthwith	0
he	he	pns31	he	he	0
delivered	delivered	vvd	delivered	deliver	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pin	pin	n1	pin	pin	0
