His	His	po31	His	his	0
And	And	cc	And	and	0
the	the	dt	the	the	0
two	two	crd	two	two	0
good	good	j	good	good	0
fathers	fathers	n2	father's	father	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
travelled	travelled	vvd	traveled	travel	0
very	very	av	very	very	0
much	much	av-d	much	much	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Padre	Padre	np1	Padre	Padre	0
Marke	Marke	n1	Mark	mark	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
Bruges	Bruges	np1	Bruges	Bruges	0
in	in	p-acp	in	in	0
Flanders	Flanders	np1	Flanders	Flanders	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
|	|	|	|	|	0
|	|	|	|	|	0
This	This	d	This	this	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
other	other	j-jn	other	other	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
Wiltshire	Wiltshire	np1	Wiltshire	Wiltshire	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
whose	whose	r-crq	whose	who	0
letters	letters	n2	letters	letter	0
to	to	pc-acp	to	to	0
„	„	„	„	„	0
padre	padre	n1	padre	padre	0
Thomas	Thomas	np1	Thomas	Thomas	0
Stevens	Stevens	np1	Stevens	Stevens	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
his	his	po31	his	his	0
father	father	n1	father	father	0
..	..	..	..	..	1
T	T	sy	TO	t	0
,	,	,	,	,	0
,	,	,	,	,	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
from	from	p-acp	from	from	0
Goa	Goa	zz	Goa	goa	0
are	are	vbr	are	be	0
Also	Also	av	Also	also	0
1	1	vvn	1	encage	0
chanced	chanced	vvd	chanced	chance	0
to	to	pc-acp	to	to	0
hnde	hnde	vvi	hnde	hnde	0
here	here	av	here	here	0
a	a	dt	a	a	0
young	young	j	young	young	0
man	man	n1	man	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
before	before	a-acp	before	before	0
put	put	vvn	put	put	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
Antwerpe	Antwerpe	np1	Antwerpe	Antwerp	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
bringing	bringing	vvg	bringing	bring	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
andhe	andhe	j	andhe	andhe	0
up	up	p-acp	up	up	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
in	in	p-acp	in	in	0
London	London	np1	London	London	0
,	,	,	,	,	0
his	his	po31	his	his	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
Francis	Francis	np1	Francis	Francis	0
de	de	fw-fr	de	de	0
Rea	Rea	fw-la	Rea	rea	0
,	,	,	,	,	0
^fPlew6^5	^fPlew6^5	n1	^fPlew6^5	^fplew6^5	0
and	and	cc	and	and	0
w^h	w^h	vvi	w^h	w^h	0
him	him	pno31	him	he	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
hap	hap	n1	hap	hap	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
in	in	p-acp	in	in	0
ledge	ledge	n1	ledge	ledge	0
in	in	p-acp	in	in	0
Aleppo	Aleppo	np1	Aleppo	Aleppo	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
also	also	av	also	also	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
me	me	pno11	me	i	0
great	great	j	great	great	0
pleasure	pleasure	n1	pleasure	pleasure	0
here	here	av	here	here	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Oxford	Oxford	np1	Oxford	Oxford	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
prison	prison	n1	prison	prison	0
at	at	p-acp	at	at	0
Ormus	Ormus	fw-la	Ormus	ormus	0
we	we	pns12	we	we	0
remained	remained	vvd	remained	remain	0
many	many	d	many	many	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
460	460	crd	460	460	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
also	also	av	also	also	0
we	we	pns12	we	we	0
lay	lay	vvb	lay	lay	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
at	at	p-acp	at	at	0
sea	sea	n1	sea	sea	0
comming	comming	vvg	coming	come	0
hither	hither	av	hither	hither	0
,	,	,	,	,	0
and	and	cc	and	and	0
forthwith	forthwith	av	forthwith	forthwith	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
arrivall	arrivall	n1	arrival	arrival	0
here	here	av	here	here	0
were	were	vbdr	were	be	0
caried	caried	vvn	carried	carry	0
to	to	p-acp	to	to	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
after	after	a-acp	after	after	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Aveador	Aveador	np1	Aveador	Aveador	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
he	he	pns31	he	he	0
presently	presently	av-j	presently	present	0
sent	sent	vvd	sent	send	0
us	us	pno12	us	we	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
prison	prison	n1	prison	prison	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
being	being	vbg	being	be	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
prison	prison	n1	prison	prison	0
13	13	crd	13	13	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
James	James	np1	James	James	0
James	James	np1	James	James	0
Stone	Stone	n1	Stone	stone	0
Storie	Storie	n1	Story	story	0
went	went	vvd	went	go	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
monastery	monastery	n1	monastery	monastery	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
t^r	t^r	vvb	t^r	t^r	0
painter	painter	n1	painter	painter	0
.	.	.	.	.	0
remaineth	remaineth	vvz	remains	remain	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
life	life	n1	life	life	0
he	he	pns31	he	he	0
liketh	liketh	vvz	liketh	like	0
very	very	av	very	very	0
well	well	av	well	well	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
upon	upon	p-acp	upon	upon	0
S.	S.	np1	S.	S.	0
Thomas	Thomas	np1	Thomas	Thomas	0
day	day	n1	day	day	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
22	22	crd	22	22	0
dayes	dayes	n2	days	day	0
arrived	arrived	vvn	arrived	arrive	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
arrivall	arrivall	n1	arrival	arrival	0
here	here	av	here	here	0
)	)	)	)	)	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
atJ^a	atJ^a	n1	atJ^a	atj^a	0
the,20	the,20	j	the,20	the,20	0
next	next	ord	next	next	0
day	day	n1	day	day	0
after	after	a-acp	after	after	0
came	came	vvd	came	come	0
out	out	av	out	out	0
Ralph	Ralph	np1	Ralph	Ralph	0
Fitch	Fitch	np1	Fitch	Fitch	0
,	,	,	,	,	0
and	and	cc	and	and	0
William	William	np1	William	William	0
Bets	Bets	n2	Bets	bet	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
If	If	cs	If	if	0
these	these	d	these	these	0
troubles	troubles	n2	troubles	trouble	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
chanced	chanced	vvn	chanced	chance	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
in	in	p-acp	in	in	0
possibility	possibility	n1	possibility	possibility	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
a	a	dt	a	a	0
voyage	voyage	n1	voyage	voyage	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
any	any	d	any	any	0
man	man	n1	man	man	0
made	made	vvn	made	make	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
money	money	n1	money	money	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
solde	solde	vvn	sold	sell	0
very	very	av	very	very	0
well	well	av	well	well	0
,	,	,	,	,	0
both	both	d	both	both	0
here	here	av	here	here	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
Ormus	Ormus	fw-la	Ormus	ormus	0
in	in	p-acp	in	in	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
willed	willed	vvd	willed	will	0
me	me	pno11	me	i	0
(	(	(	(	(	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
sell	sell	vvi	fell	sell	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
before	before	a-acp	before	before	0
we	we	pns12	we	we	0
imbarked	imbarked	vvd	embarked	embark	0
:	:	:	:	:	0
&	&	cc	&	and	0
so	so	av	so	so	0
with	with	p-acp	with	with	0
officers	officers	n2	officers	officer	0
I	I	pns11	I	i	0
went	went	vvd	went	go	0
divers	divers	j	diverse	diverse	0
times	times	n2	times	time	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
castle	castle	n1	castle	castle	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
,	,	,	,	,	0
and	and	cc	and	and	0
solde	solde	vvd	sold	sell	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
night	night	n1	night	night	0
returned	returned	vvd	returned	return	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
solde	solde	vvd	sold	sell	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
write	write	vvi	write	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
imbarking	imbarking	vvg	embarking	embark	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
the	the	dt	the	the	0
captain	captain	n1	captain	captain	0
gave	gave	vvd	gave	give	0
order	order	n1	order	order	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
deliver	deliver	vvi	deliver	deliver	0
all	all	d	all	all	0
my	my	po11	my	my	0
mony	mony	n1	money	money	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
goods	goods	n2-j	goods	good	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scrivano	scrivano	n1	scrivano	scrivano	0
,	,	,	,	,	0
or	or	cc	or	or	0
purser	purser	n1	purser	purser	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
scrivano	scrivano	n1	scrivano	scrivano	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
left	left	vvd	left	leave	0
there	there	a-acp	there	there	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
with	with	p-acp	with	with	0
money	money	n1	money	money	0
&	&	cc	&	and	0
goods	goods	n2-j	goods	good	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
deliver	deliver	vvi	deliver	deliver	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Aveador	Aveador	np1	Aveador	Aveador	0
general	general	n1	general	general	0
of	of	pp-f	of	of	0
India	India	np1	India	India	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
arrivall	arrivall	n1	arrival	arrival	0
here	here	av	here	here	0
,	,	,	,	,	0
the	the	dt	the	the	0
Aveador	Aveador	np1	Aveador	Aveador	0
would	would	vmd	would	will	0
neither	neither	av-dx	neither	neither	0
meddle	meddle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
goods	goods	n2-j	goods	good	0
nor	nor	cc	nor	nor	0
money	money	n1	money	money	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
prove	prove	vvi	prove	prove	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
:	:	:	:	:	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
the	the	dt	the	the	0
goods	goods	n2-j	goods	good	0
remained	remained	vvd	remained	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
9	9	crd	9	9	0
or	or	cc	or	or	0
10	10	crd	10	10	0
daies	daies	n2	days	day	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
arrivall	arrivall	n1	arrival	arrival	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
saile	saile	vvi	sail	sail	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
the	the	dt	the	the	0
scrivano	scrivano	n1	scrivano	scrivano	0
sent	sent	vvd	sent	send	0
the	the	dt	the	the	0
gpods	gpods	n2	gpods	gpod	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
they	they	pns32	they	they	0
remained	remained	vvd	remained	remain	0
a	a	dt	a	a	0
day	day	n1	day	day	0
and	and	cc	and	and	0
a	a	dt	a	a	0
night	night	n1	night	night	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
body	body	n1	body	body	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
them	them	pno32	them	they	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
end	end	n1	end	end	0
they	they	pns32	they	they	0
suffered	suffered	vvd	suffered	suffer	0
this	this	d	this	this	0
bringer	bringer	n1	bringer	bringer	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
them	them	pno32	them	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
came	came	vvd	came	come	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
Ormus	Ormus	fw-la	Ormus	ormus	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
house	house	n1	house	house	0
461	461	crd	461	461	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
hired	hired	vvn	hired	hire	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
remained	remained	vvd	remained	remain	0
foure	foure	crd	foure	four	0
or	or	cc	or	or	0
five	five	crd	five	five	0
daies	daies	n2	days	day	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
afterward	afterward	av	afterwards	afterward	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
deliver	deliver	vvi	deliver	deliver	0
the	the	dt	the	the	0
money	money	n1	money	money	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
concluded	concluded	vvn	concluded	conclude	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
that	that	cst	that	that	0
both	both	d	both	both	0
the	the	dt	the	the	0
money	money	n1	money	money	0
and	and	cc	and	and	0
goods	goods	n2-j	goods	good	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
positors	positors	n2	positors	positor	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
remained	remained	vvd	remained	remain	0
fourteene	fourteene	crd	fourteene	fourteen	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
comming	comming	n-vvg	coming	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
prison	prison	n1	prison	prison	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
my	my	po11	my	my	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
Aleppo	Aleppo	np1	Aleppo	Aleppo	0
,	,	,	,	,	0
I	I	pns11	I	i	0
bought	bought	vvd	bought	buy	0
a	a	dt	a	a	0
fountaine	fountaine	n1	fountain	fountain	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
and	and	cc	and	and	0
gilt	gilt	n1	gilded	gilt	0
,	,	,	,	,	0
sixe	sixe	crd	sixe	six	0
knives	knives	n2	knives	knife	0
,	,	,	,	,	0
sixe	sixe	crd	sixe	six	0
spoones	spoones	n2	spoons	spoon	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
forke	forke	n1	fork	fork	0
trimmed	trimmed	vvn	trimmed	trim	0
with	with	p-acp	with	with	0
corall	corall	n1	coral	coral	0
for	for	p-acp	for	for	0
five	five	crd	five	five	0
and	and	cc	and	and	0
twentie	twentie	crd	twentie	twenty	0
chekins	chekins	n2	chekins	chekin	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
of	of	pp-f	of	of	0
Ormus	Ormus	fw-la	Ormus	ormus	0
did	did	vdd	did	do	0
take	take	vvi	take	take	0
,	,	,	,	,	0
and	and	cc	and	and	0
payed	payed	vvn	paid	pay	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
twentie	twentie	crd	twentie	twenty	0
par-daos	par-daos	j	pardaos	pardaos	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
hundred	hundred	crd	hundred	hundred	0
larines	larines	n2	larines	larine	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
worth	worth	j	worth	worth	0
there	there	a-acp	there	there	0
or	or	cc	or	or	0
here	here	av	here	here	0
one	one	crd	one	one	0
hundred	hundred	crd	hundred	hundred	0
chekins	chekins	n2	chekins	chekin	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
five	five	crd	five	five	0
emrauds	emrauds	n2	emrauds	emraud	0
set	set	vvn	set	set	0
in	in	p-acp	in	in	0
golde	golde	n1	gold	gold	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
woorth	woorth	j	worth	worth	0
five	five	crd	five	five	0
hundred	hundred	crd	hundred	hundred	0
or	or	cc	or	or	0
sixe	sixe	crd	sixe	six	0
hundred	hundred	crd	hundred	hundred	0
crownes	crownes	n2	crowns	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
payed	payed	vvn	paid	pay	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
pardaos	pardaos	n1	pardaos	pardaos	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
nineteene	nineteene	crd	nineteene	nineteen	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	j-jn	half	half	0
pikes	pikes	n2	pikes	pike	0
of	of	pp-f	of	of	0
cloth	cloth	n1	cloth	cloth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
cost	cost	vvd	cost	cost	0
in	in	p-acp	in	in	0
London	London	np1	London	London	0
twenty	twenty	crd	twenty	twenty	0
shillings	shillings	n2	shillings	shilling	0
the	the	dt	the	the	0
pike	pike	n1	pike	pike	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
worth	worth	j	worth	worth	0
9	9	crd	9	9	0
or	or	cc	or	or	0
10	10	crd	10	10	0
crownes	crownes	n2	crowns	crown	0
the	the	dt	the	the	0
pike	pike	n1	pike	pike	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
payed	payed	vvd	paid	pay	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
twelve	twelve	crd	twelve	twelve	0
larines	larines	n2	larines	larine	0
a	a	dt	a	a	0
pike	pike	n1	pike	pike	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
two	two	crd	two	two	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
greene	greene	j-jn	green	green	0
Kersies	Kersies	n2	Kersies	kersey	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
worth	worth	j	worth	worth	0
foure	foure	crd	foure	four	0
and	and	cc	and	and	0
twentie	twentie	crd	twentie	twenty	0
pardaos	pardaos	n1	pardaos	pardaos	0
the	the	dt	the	the	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
payd	payd	vvn	paid	pay	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
sixteene	sixteene	crd	sixteene	sixteen	0
pardaos	pardaos	n1	pardaos	pardaos	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
:	:	:	:	:	0
besides	besides	p-acp	beside	beside	0
divers	divers	j	diverse	diverse	0
other	other	j-jn	other	other	0
trifles	trifles	n2	trifles	trifle	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
officers	officers	n2	officers	officer	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
had	had	vhb	had	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
like	like	j	like	like	0
order	order	n1	order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
for	for	p-acp	for	for	0
nothing	nothing	pix	nothing	nothing	0
at	at	p-acp	at	at	0
all	all	av-d	all	all	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
this	this	d	this	this	0
was	was	vbds	was	be	0
Michael	Michael	np1	Michael	Michael	0
Stropene	Stropene	np1	Stropene	Stropene	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
Ormus	Ormus	fw-la	Ormus	ormus	0
not	not	xx	not	not	0
woorth	woorth	n1	worth	worth	0
a	a	dt	a	a	0
penie	penie	n1	penny	penny	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
hath	hath	vhz	hath	have	0
thirtie	thirtie	crd	thirtie	thirty	0
or	or	cc	or	or	0
fortie	fortie	crd	fortie	forty	0
thousand	thousand	crd	thousand	thousand	0
crownes	crownes	n2	crowns	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
grieveth	grieveth	vvz	grieveth	grieve	0
that	that	cst	that	that	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
stranger	stranger	n1	stranger	stranger	0
should	should	vmd	should	shall	0
trade	trade	vvi	trade	trade	0
thither	thither	av	thither	thither	0
but	but	p-acp	but	but	0
himselfe	himselfe	px31	himself	himself	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	d	that	that	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
both	both	d	both	both	0
thither	thither	av	thither	thither	0
and	and	cc	and	and	0
hither	hither	av	hither	hither	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
and	and	cc	and	and	0
sell	sell	vvi	fell	sell	0
as	as	c-acp	as	as	0
freely	freely	av-j	freely	free	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
is	is	vbz	is	be	0
very	very	av	very	very	0
