Another	Another	j-jn	Another	another	0
:	:	:	:	:	0
so	so	av	so	so	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
what	what	r-crq	what	what	0
benefite	benefite	n1	benefit	benefit	0
may	may	vmb	may	may	0
rise	rise	vvi	rise	rise	0
hereafter	hereafter	av	hereafter	hereafter	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
travaile	travaile	n1	travail	travail	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
wee	wee	pns12	we	we	0
remit	remit	vvb	remit	remit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
and	and	cc	and	and	0
your	your	po22	your	your	0
good	good	j	good	good	0
discretions	discretions	n2	discretions	discretion	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
send	send	vvb	send	send	0
you	you	pn22	you	you	0
Thomas	Thomas	np1	Thomas	Thomas	0
Hawtrey	Hawtrey	np1	Hawtrey	Hawtrey	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
servant	servant	n1	servant	servant	0
for	for	p-acp	for	for	0
yeeres	yeeres	n2	years	year	0
:	:	:	:	:	0
our	our	po12	our	our	0
minde	minde	n1	mind	mind	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
placed	placed	vvn	placed	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
best	best	av-js	best	best	0
service	service	vvi	service	service	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Also	Also	av	Also	also	0
we	we	pns12	we	we	0
send	send	vvb	send	send	0
you	you	pn22	you	you	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
Chancelour	Chancelour	n1	Chancellor	chancellor	0
to	to	pc-acp	to	to	0
remaine	remaine	vvi	remain	remain	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
apprentice	apprentice	n1	apprentice	apprentice	0
for	for	p-acp	for	for	0
yeeres	yeeres	n2	years	year	0
:	:	:	:	:	0
our	our	po12	our	our	0
minde	minde	n1	mind	mind	0
is	is	vbz	is	be	0
Chancelour	Chancelour	n1	Chancellor	chancellor	0
.	.	.	.	.	0
hee	hee	pns31	he	he	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
set	set	vvn	set	set	0
about	about	p-acp	about	about	0
such	such	d	such	such	0
businesse	businesse	n1	business	business	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
:	:	:	:	:	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
kept	kept	vvn	kept	keep	0
at	at	p-acp	at	at	0
writing	writing	vvg	writing	write	0
schoole	schoole	n1	school	school	0
long	long	av-j	long	long	0
:	:	:	:	:	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
Algorisme	Algorisme	n1	Algorisme	algorisme	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
understanding	understanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
keeping	keeping	vvg	keeping	keep	0
of	of	pp-f	of	of	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
reckonings	reckonings	n2-vvg	reckonings	reckon	0
.	.	.	.	.	1
We	We	pns12	We	we	0
send	send	vvb	send	send	0
you	you	pn22	you	you	0
now	now	av	now	now	0
but	but	cc-acp	but	but	0
100	100	crd	100	100	0
Kersies	Kersies	n2	Kersies	kersey	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
next	next	ord	next	next	0
yeere	yeere	n1	year	year	0
,	,	,	,	,	0
if	if	cs	if	if	0
occasion	occasion	n1	occasion	occasion	0
serve	serve	vvi	serve	serve	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
will	will	vmb	will	will	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
quantitie	quantitie	n1	quantity	quantity	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
advise	advise	vvi	advice	advise	0
us	us	pno12	us	we	0
:	:	:	:	:	0
One	One	pi	One	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pipes	pipes	n2	pipes	pipe	0
of	of	pp-f	of	of	0
seckes	seckes	n2	seckes	secke	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Swallow	Swallow	n1	Swallow	swallow	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
2	2	crd	2	2	0
round	round	j	round	round	0
compasses	compasses	n2	compasses	compass	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
409	409	crd	409	409	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Ehe	Ehe	dt	Ehe	the	0
salt	salt	n1	salt	salt	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
good	good	j	good	good	0
as	as	c-acp	as	as	0
Bay	Bay	j	Bay	bay	0
salte	salte	n1	salt	salt	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Foxe	Foxe	n1	Fox	fox	0
skinnes	skinnes	n2	skins	skin	0
white	white	j-jn	white	white	0
,	,	,	,	,	0
blacke	blacke	j-jn	black	black	0
,	,	,	,	,	0
and	and	cc	and	and	0
russet	russet	j-jn	russet	russet	0
vendible	vendible	j	vendible	vendible	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
May^	May^	np1	May^	May^	0
.	.	.	.	.	1
1560.	1560.	crd	1560.	1560.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
bung	bung	vvb	bung	bung	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
special	special	j	special	special	0
good	good	j	good	good	0
.	.	.	.	.	1
The	The	dt	The	the	0
nete	nete	j	nete	neat	0
waight	waight	n1	weight	weight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
10	10	crd	10	10	0
puncheons	puncheons	n2	puncheons	puncheon	0
of	of	pp-f	of	of	0
prunes	prunes	n2	prunes	prune	0
is	is	vbz	is	be	0
4300.	4300.	crd	4300.	4300.	0
2	2	crd	2	2	0
thirds	thirds	ord	thirds	three	0
1	1	crd	1	1	0
pound	pound	n1	pound	pound	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
particularly	particularly	av-j	particularly	particular	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
puncheon	puncheon	n1	puncheon	puncheon	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
nete	nete	j	nete	neat	0
weight	weight	n1	weight	weight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fatte	fatte	j	fat	fat	0
of	of	pp-f	of	of	0
almonds	almonds	n2	almonds	almond	0
is	is	vbz	is	be	0
500	500	crd	500	500	0
li	li	n1	li	livre	0
.	.	.	.	.	0
two	two	crd	two	two	0
quarters	quarters	n2	quarters	quarter	0
.	.	.	.	.	1
The	The	dt	The	the	0
raisins	raisins	n2	raisins	raisin	0
,	,	,	,	,	0
prunes	prunes	n2	prunes	prune	0
,	,	,	,	,	0
and	and	cc	and	and	0
almonds	almonds	n2	almonds	almond	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
best	best	js	best	best	0
to	to	pc-acp	to	to	0
dispatch	dispatch	vvi	dispatch	dispatch	0
away	away	av	away	away	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
reasonable	reasonable	j	reasonable	reasonable	0
price	price	n1	price	price	0
,	,	,	,	,	0
and	and	cc	and	and	0
principally	principally	av-j	principally	principal	0
the	the	dt	the	the	0
raisins	raisins	n2	raisins	raisin	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
keeping	keeping	vvg	keeping	keep	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
great	great	j	great	great	0
losse	losse	n1	loss	loss	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
waight	waight	n1	weight	weight	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
will	will	vmb	will	will	0
decay	decay	vvi	decay	decay	0
.	.	.	.	.	1
We	We	pns12	We	we	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
provide	provide	vvb	provide	provide	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
next	next	ord	next	next	0
yeere	yeere	n1	year	year	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
comming	comming	n-vvg	coming	come	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
shippes	shippes	n2	ships	ship	0
20	20	crd	20	20	0
or	or	cc	or	or	0
30	30	crd	30	30	0
bullockes	bullockes	n2	bullocks	bullock	0
killed	killed	vvn	killed	kill	0
and	and	cc	and	and	0
salted	salted	vvn	salted	salt	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
beefe	beefe	n1	beef	beef	0
is	is	vbz	is	be	0
very	very	av	very	very	0
deare	deare	j-jn	deer	dear	0
here	here	av	here	here	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
best	best	js	best	best	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
salt	salt	n1	salt	salt	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
ships	ships	n2	ships	ship	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
The	The	dt	The	the	0
salte	salte	n1	salt	salt	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
countrey	countrey	n1	country	country	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
good	good	j	good	good	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
masters	masters	n2	master's	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shippes	shippes	n2	ships	ship	0
.	.	.	.	.	1
Foxe	Foxe	np1	Foxe	Foxe	0
skins	skins	vvz	skins	skin	0
,	,	,	,	,	0
white	white	j-jn	white	white	0
,	,	,	,	,	0
blacke	blacke	j-jn	black	black	0
,	,	,	,	,	0
and	and	cc	and	and	0
russet	russet	j-jn	russet	russet	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
vendible	vendible	j	vendible	vendible	0
here	here	av	here	here	0
.	.	.	.	.	1
The	The	dt	The	the	0
last	last	ord	last	last	0
yere	yere	n1	year	year	0
you	you	pn22	you	you	0
sent	sent	vvd	sent	send	0
none	none	pix	none	none	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
mariners	mariners	n2	mariners	mariner	0
that	that	cst	that	that	0
bought	bought	vvd	bought	buy	0
many	many	d	many	many	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mariners	mariners	n2	mariners	mariner	0
doe	doe	vdb	do	do	0
buy	buy	vvi	buy	buy	0
any	any	d	any	any	0
trifling	trifling	j-vvg	trifling	trifle	0
furres	furres	n2	furs	fur	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
commodities	commodities	n2	commodities	commodity	0
,	,	,	,	,	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
registred	registred	vvn	registered	register	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
pursers	pursers	n2	pursers	purser	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intent	intent	n1	intent	intent	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
.	.	.	.	.	1
We	We	pns12	We	we	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
tooke	tooke	vvd	took	take	0
the	the	dt	the	the	0
letter	letter	n1	letter	letter	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
sent	sent	vvd	sent	send	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
answere	answere	n1	answer	answer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
letter	letter	n1	letter	letter	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
name	name	n1	name	name	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
his	his	po31	his	his	0
seale	seale	n1	seal	seal	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sixe	sixe	crd	sixe	six	0
thousand	thousand	crd	thousand	thousand	0
dallers	dallers	n2	dallers	daller	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
wee	wee	pns12	we	we	0
rest	rest	vvb	rest	rest	0
,	,	,	,	,	0
committing	committing	vvg	committing	commit	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
London	London	np1	London	London	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
1560.	1560.	crd	1560.	1560.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
For	For	c-acp	For	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
the	the	dt	the	the	0
governours	governours	n2	governors	governor	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
firmed	firmed	vvn	firmed	firm	0
this	this	d	this	this	0
letter	letter	n1	letter	letter	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
copie	copie	n1	copy	copy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
two	two	crd	two	two	0
letters	letters	n2	letters	letter	0
firmed	firmed	vvn	firmed	firm	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Yours	Yours	png22	Yours	you	0
,	,	,	,	,	0
William	William	np1	William	William	0
Mericke	Mericke	jp	Mericke	mericke	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Yours	Yours	png22	Yours	you	0
,	,	,	,	,	0
Blase	Blase	vvi	Blaze	blaze	0
Sanders	Sanders	np1	Sanders	Sanders	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
